date,000016.SH,000300.SH,000905.SH,038.CS,H11008.CSI,NH0200.NHF,Au9999
2011/6/8,1980.672,3008.652,4562.972,133.2564,140.79,2410.1077,321
2011/6/9,1947.875,2951.889,4456.73,133.206,140.81,2403.6658,320.71
2011/6/10,1951.031,2961.932,4469.049,133.0805,140.84,2406.561,321.73
2011/6/13,1945.72,2950.348,4468.787,133.0413,140.87,2389.5979,320
2011/6/14,1970.099,2993.559,4540.939,132.7824,140.83,2396.7634,317.96
2011/6/15,1952.076,2963.119,4499.694,132.3632,140.72,2414.4798,318.5
2011/6/16,1927.047,2917.578,4402.143,132.3756,140.5,2393.4722,319.34
2011/6/17,1912.379,2892.157,4337.367,132.3654,140.58,2391.5812,318.7
2011/6/20,1904.8,2874.896,4278.753,132.6536,140.69,2370.2525,320.67
2011/6/21,1923.816,2909.073,4338.422,132.859,140.63,2385.8243,321.33
2011/6/22,1923.562,2908.582,4321.219,132.504,140.54,2365.5476,321.78
2011/6/23,1950.874,2957.629,4402.938,132.3663,140.74,2365.0325,321.5
2011/6/24,1997.298,3027.47,4509.18,132.7249,140.67,2371.2798,317.88
2011/6/27,1994.583,3036.491,4568.189,132.9823,140.51,2333.876,313.95
2011/6/28,1993.723,3041.734,4574.477,132.9668,140.48,2340.3114,313.62
2011/6/29,1960.771,3000.169,4511.545,132.9459,140.6,2357.3884,314.61
2011/6/30,1989.433,3044.089,4579.332,132.9328,140.51,2392.6083,314.7
2011/7/1,1986.03,3049.745,4604.746,133.0177,140.61,2390.535,313.33
2011/7/4,2033.855,3121.98,4719.391,133.0381,140.49,2435.6448,312.27
2011/7/5,2029.623,3122.5,4749.424,133.0715,140.53,2430.6273,312.13
2011/7/6,2017.172,3113.712,4760.917,132.9467,140.57,2443.716,316.51
2011/7/7,2006.141,3101.68,4761.452,132.9797,140.53,2444.5534,319.2
2011/7/8,2014.733,3109.183,4756.614,133.0688,140.63,2454.8268,318.98
2011/7/11,2010.689,3113.206,4799.42,133.05,140.59,2446.1247,321.89
2011/7/12,1968.076,3056.905,4731.118,133.1026,140.58,2440.9948,322.27
2011/7/13,1998.413,3106.247,4825.419,133.0906,140.6,2486.5725,326.81
2011/7/14,2005.752,3115.745,4866.165,132.9527,140.6,2486.0157,329.08
2011/7/15,2012.032,3128.889,4896.043,132.9423,140.41,2481.033,327.2
2011/7/18,2002.826,3122.6,4895.26,132.752,140.16,2485.4517,331.55
2011/7/19,1988.297,3095.125,4843.705,132.3989,140.25,2508.6722,333.94
2011/7/20,1983.668,3091.567,4849.057,131.8674,139.95,2507.5205,330.39
2011/7/21,1961.302,3059.139,4784.388,131.6377,139.72,2502.9363,333.17
2011/7/22,1964.828,3067.985,4800.938,131.7443,139.72,2512.527,329.7
2011/7/25,1909.813,2968.289,4613.73,131.8134,139.57,2492.9166,335.5
2011/7/26,1914.154,2977.766,4633.372,131.7776,139.41,2527.5861,334.5
2011/7/27,1918.787,3000.052,4710.379,131.6984,139.43,2535.4955,336.1
2011/7/28,1900.219,2981.002,4680.898,131.7156,139.27,2523.6568,334.84
2011/7/29,1908.213,2972.079,4628.32,131.8091,139.32,2517.3193,334
2011/8/1,1909.952,2977.721,4644.462,131.8873,139.46,2547.8384,333.98
2011/8/2,1894.323,2956.383,4610.783,131.8429,139.39,2523.3778,336.4
2011/8/3,1893.003,2954.87,4625.173,131.4409,138.57,2522.4952,345.88
2011/8/4,1895.43,2960.309,4649.425,131.5416,138.51,2506.7945,344.8
2011/8/5,1850.143,2897.417,4559.018,131.8516,138.59,2411.9558,344.95
2011/8/8,1794.431,2793.897,4330.771,132.0899,138.77,2388.8674,352.64
2011/8/9,1801.822,2798.19,4317.107,132.3558,138.91,2345.5576,360.87
2011/8/10,1814.667,2824.12,4378.698,132.3835,139.53,2375.313,361.75
2011/8/11,1840.289,2866.924,4454.394,132.6441,139.55,2396.2064,368.2
2011/8/12,1838.159,2875.365,4505.886,132.6749,139.15,2398.4619,362.79
2011/8/15,1872.389,2917.883,4571.719,132.7651,139.23,2416.5014,359.51
2011/8/16,1862.892,2897.581,4533.321,132.6701,139.07,2384.5933,364.76
2011/8/17,1858.303,2886.013,4513.485,132.7383,139.2,2410.2487,368
2011/8/18,1824.857,2834.254,4436.101,132.6533,139.23,2397.5261,369.37
2011/8/19,1806.283,2807.664,4395.019,132.8028,139.25,2385.7886,381.48
2011/8/22,1790.136,2777.787,4363.959,132.8473,139.41,2370.7595,389.8
2011/8/23,1821.192,2821.003,4434.922,132.8333,139.27,2391.8091,387.86
2011/8/24,1806.79,2810.016,4427.978,132.8281,139.26,2389.3251,380.45
2011/8/25,1878.479,2903.837,4520.171,132.6982,139.14,2393.2811,361.01
2011/8/26,1876.334,2901.216,4530.423,132.6463,139.01,2396.1474,368.84
2011/8/29,1836.877,2852.809,4490.158,131.8779,138.66,2396.4499,375.5
2011/8/30,1835.072,2841.74,4451.726,131.5713,138.53,2425.0873,371.05
2011/8/31,1841.539,2846.776,4430.538,131.7326,138.48,2431.9436,377.69
2011/9/1,1840.371,2834.535,4395.069,131.9693,138.77,2418.2381,375.11
2011/9/2,1820.676,2803.854,4344.977,131.9993,138.46,2411.3139,380.19
2011/9/5,1786.465,2743.817,4238.069,132.2113,138.44,2384.5301,387.59
2011/9/6,1779.518,2723.303,4204.908,132.3892,138.53,2383.4058,393.48
2011/9/7,1813.864,2779.09,4306.361,132.1876,138.42,2416.1255,379.49
2011/9/8,1799.784,2756.105,4260.155,132.1528,138.3,2409.5607,380.9
2011/9/9,1800.934,2751.095,4233.748,132.3002,138.3,2412.849,386.93
2011/9/13,1783.181,2720.283,4164.288,132.5192,138.2,2392.0661,377.5
2011/9/14,1787.115,2733.108,4212.129,132.4957,138.19,2361.9504,378
2011/9/15,1779.684,2729.051,4215.5,132.354,138.18,2362.5779,374.98
2011/9/16,1784.934,2733.987,4214.816,132.2244,138.09,2375.909,366.93
2011/9/19,1749.705,2679.27,4131.885,132.2256,138.15,2294.762,377.2
2011/9/20,1757.641,2689.845,4151.851,132.2444,138.11,2290.7457,370.63
2011/9/21,1808.37,2771.011,4275.094,132.2193,138.12,2299.4885,374.61
2011/9/22,1750.611,2685.688,4151.8,132.4211,137.95,2223.9237,368
2011/9/23,1740.322,2669.478,4117.735,133.1201,138.12,2147.4979,360
2011/9/26,1689.931,2610.919,4051.425,133.6632,138.07,2058.1064,327.56
2011/9/27,1710.987,2637.879,4068.231,133.5244,138.06,2114.9254,342.37
2011/9/28,1695.837,2610.59,3999.782,133.5037,137.95,2097.847,343.25
2011/9/29,1689.538,2588.185,3871.06,133.7502,137.87,2039.0841,336
2011/9/30,1684.497,2581.351,3856.828,133.949,138,2096.8232,338.49
2011/10/10,1669.348,2557.082,3832.577,134.9572,138.34,2085.8092,342.91
2011/10/11,1675.42,2551.994,3817.927,135.1365,138.31,2089.2348,346.79
2011/10/12,1737.358,2644.758,3950.655,135.0003,138.42,2110.4879,346.22
2011/10/13,1746.935,2662.601,4001.853,134.8719,138.39,2096.2976,347
2011/10/14,1745.214,2653.782,3985.193,135.1722,138.6,2115.7563,345.61
2011/10/17,1757.056,2666.951,3997.121,135.0995,138.83,2093.9865,348.29
2011/10/18,1709.283,2592.209,3877.024,135.4688,138.99,2028.7954,343.62
2011/10/19,1708.946,2583.081,3854.169,135.525,139.5,2016.9399,340.8
2011/10/20,1674.027,2520.532,3740.469,135.6132,140.1793,1934.6602,334.98
2011/10/21,1676.097,2507.877,3671.695,135.5803,141.2708,1944.1726,336.74
2011/10/24,1729.033,2576.669,3736.765,135.5639,140.5446,2032.7096,341.46
2011/10/25,1751.677,2625.425,3842.978,135.3508,140.5862,2049.5967,341.5
2011/10/26,1765.63,2651.652,3884.39,135.4461,140.5602,2060.6187,352.5
2011/10/27,1774.506,2657.478,3888.992,135.3869,140.3889,2082.7858,352.97
2011/10/28,1807.056,2709.017,3978.8,135.5137,140.5775,2111.798,356.34
2011/10/31,1792.051,2695.307,3999.362,135.7151,140.7527,2084.1059,350.49
2011/11/1,1795.392,2697.534,3999.831,136.0656,140.7187,2060.9815,351.27
2011/11/2,1825.453,2742.39,4072.781,136.2573,140.8759,2083.4179,353.52
2011/11/3,1819.042,2744.301,4097.618,136.3178,141.0258,2040.6734,353.4
2011/11/4,1831.755,2763.746,4131.13,136.4126,141.2443,2109.9057,359.49
2011/11/7,1809.798,2736.248,4114.767,136.38,141.326,2076.6661,361.65
2011/11/8,1808.609,2727.71,4057.555,136.6506,141.5968,2076.6994,365.2
2011/11/9,1821.756,2751.654,4126.003,137.1437,141.8442,2077.6949,364.91
2011/11/10,1781.911,2699.588,4064.371,137.8233,141.9995,1995.4199,358.89
2011/11/11,1779.514,2695.002,4062.144,137.6495,142.2532,2019.5914,361.19
2011/11/14,1816.057,2750.195,4159.567,137.7395,142.5769,2089.3044,365.7
2011/11/15,1808.176,2744.68,4192.665,137.3275,142.4874,2071.5838,362.63
2011/11/16,1755.415,2670.116,4088.323,137.4588,142.595,2050.4605,362.17
2011/11/17,1748.447,2662.017,4079.536,137.3564,142.5316,2073.3254,361.1
2011/11/18,1720.764,2606.495,3963.258,137.3892,142.4607,2051.6147,353.7
2011/11/21,1721.386,2609.687,3966.636,137.2628,142.3802,2033.827,352.87
2011/11/22,1722.234,2609.475,3957.93,137.3201,142.2529,2037.9762,346.37
2011/11/23,1701.065,2584.011,3942.695,137.7098,142.3026,2020.1459,350.25
2011/11/24,1704.691,2588.915,3935.273,137.637,142.4916,2028.4783,348.47
2011/11/25,1691.671,2569.973,3911.356,137.6735,142.379,2007.3011,345.52
2011/11/28,1693.668,2573.321,3915.298,137.5664,142.4045,2047.3116,350.99
2011/11/29,1716.095,2608.569,3980.618,137.5539,142.2449,2056.603,352.04
2011/11/30,1662.748,2521.52,3819.942,137.7012,142.1483,2032.7966,351.77
2011/12/1,1713.048,2583.613,3897.019,138.7209,142.7624,2111.936,357.68
2011/12/2,1704.457,2557.311,3817.041,139.1156,143.1716,2111.3845,357.59
2011/12/5,1694.496,2521.385,3692.227,139.2735,143.3517,2113.0129,357.5
2011/12/6,1689.01,2516.341,3691.804,139.1447,143.2232,2108.5144,351.48
2011/12/7,1702.454,2528.228,3702.103,139.0883,143.2471,2131.1729,354.6
2011/12/8,1701.68,2525.001,3700.089,139.1097,143.207,2121.967,356.29
2011/12/9,1692.061,2503.461,3663.843,139.1972,143.3471,2100.7113,350.8
2011/12/12,1678.698,2477.692,3616.087,139.1352,143.3321,2088.4862,346.34
2011/12/13,1645.815,2421.928,3490.4,139.089,143.3716,2071.4499,339.31
2011/12/14,1637.009,2397.48,3423.474,139.1399,143.4918,2062.1907,337.95
2011/12/15,1599.012,2340.788,3329.575,139.1277,143.4777,2014.1109,322.28
2011/12/16,1628.999,2390.129,3427.214,139.287,143.4177,2050.4255,329.42
2011/12/19,1625.257,2384.408,3434.845,139.2956,143.5775,2033.0874,327.72
2011/12/20,1624.445,2377.073,3424.448,139.331,143.592,2039.314,328.65
2011/12/21,1604.251,2339.108,3342.401,139.3088,143.6169,2057.4098,333.2
2011/12/22,1608.238,2341.335,3298.724,139.3151,143.5722,2061.8608,329.91
2011/12/23,1617.944,2359.159,3327.394,139.2989,143.5544,2082.7725,330.29
2011/12/26,1601.467,2335.702,3308.072,139.4275,143.6918,2059.9671,328.78
2011/12/27,1590.995,2305.035,3224.148,139.4662,143.6966,2059.9027,326.37
2011/12/28,1594.835,2307.928,3207.399,139.4685,143.769,2064.1324,323.64
2011/12/29,1596.587,2311.361,3207.181,139.582,143.791,2040.3819,315.5
2011/12/30,1617.613,2345.742,3266.775,139.7266,144.0903,2056.9494,319.8
2012/1/4,1595.12,2298.753,3192.234,139.7554,144.1617,2048.9318,328.72
2012/1/5,1596.593,2276.385,3074.368,139.7878,144.1727,2071.1261,331.98
2012/1/6,1608.358,2290.601,3087.546,140.0117,144.4225,2072.8111,332.58
2012/1/9,1659.054,2368.57,3212.904,140.0766,144.6919,2070.0309,331.04
2012/1/10,1704.744,2447.349,3345.391,140.1086,145.3966,2084.5911,332.05
2012/1/11,1694.264,2435.608,3346.742,140.0143,145.2185,2101.7148,335.5
2012/1/12,1701.452,2435.219,3345.812,140.0576,145.6776,2106.9751,337.37
2012/1/13,1685.913,2394.334,3233.701,140.0388,145.5831,2110.646,337.51
2012/1/16,1661.994,2345.649,3130.558,139.9708,145.627,2117.9087,336.39
2012/1/17,1736.606,2460.601,3304.88,140.0622,145.6075,2158.6526,339.18
2012/1/18,1714.699,2422.189,3237.852,140.0974,145.7274,2161.6458,338.33
2012/1/19,1750.521,2468.35,3270.765,140.2652,145.7544,2180.0799,339.38
2012/1/20,1775.091,2504.086,3315.603,140.2983,145.865,2203.9283,338.87
2012/1/30,1742.818,2460.72,3292.409,140.3322,146.2503,2192.8739,351.01
2012/1/31,1744.708,2464.26,3294.494,140.3288,146.452,2203.7101,354.16
2012/2/1,1713.684,2428.994,3266.234,140.1174,146.4265,2180.9696,352.58
2012/2/2,1761.941,2486.238,3328.153,140.0322,146.3689,2192.0662,355.1
2012/2/3,1772.192,2506.09,3383.05,140.0793,146.4335,2200.6661,356.99
2012/2/6,1764.818,2504.322,3412.405,139.8431,146.3852,2224.0551,351.95
2012/2/7,1732.024,2457.954,3356.838,139.8473,146.4184,2203.2689,351.74
2012/2/8,1782.059,2528.236,3445.52,139.6624,146.3399,2243.224,355.3
2012/2/9,1778.097,2529.231,3469.846,139.474,145.9934,2224.0608,353.3
2012/2/10,1778.317,2533.624,3488.229,139.5771,146.1118,2217.9017,351.74
2012/2/13,1768.539,2531.981,3519.875,139.7304,146.3829,2207.2742,351.59
2012/2/14,1758.984,2522.107,3524.625,139.7768,146.3888,2194.9538,348.43
2012/2/15,1773.169,2549.607,3578.149,139.62,146.357,2192.7166,351.2
2012/2/16,1761.877,2536.074,3577.202,139.6028,146.2631,2155.5644,349.98
2012/2/17,1765.652,2537.086,3565.306,139.5202,146.133,2164.2379,352.16
2012/2/20,1769.412,2540.706,3574.458,139.7729,146.3983,2169.2381,351.89
2012/2/21,1779.94,2562.453,3618.302,139.7629,146.3743,2196.2634,353.65
2012/2/22,1795.26,2597.476,3689.004,139.7079,146.3563,2206.4499,356.72
2012/2/23,1799.644,2606.256,3700.888,139.7224,146.3465,2204.5542,359.92
2012/2/24,1826.716,2648.017,3756.825,139.7625,146.3656,2197.209,359.79
2012/2/27,1828.408,2656.573,3764.326,139.5772,146.4367,2212.0791,359.68
2012/2/28,1839.055,2662.463,3745.58,139.5777,146.3243,2228.3161,359.99
2012/2/29,1822.769,2634.143,3696.144,139.6579,146.3263,2230.8165,361.96
2012/3/1,1818.279,2633.345,3715.673,139.6267,146.3377,2212.5131,348
2012/3/2,1843.848,2679.934,3794.416,139.5281,146.3882,2234.6738,348.7
2012/3/5,1827.938,2662.698,3798.377,139.5456,146.3322,2220.3381,348.09
2012/3/6,1794.264,2621.052,3760.585,139.6766,146.3318,2205.0264,346.01
2012/3/7,1776.363,2603.005,3732.707,139.8099,146.4333,2181.8044,340.99
2012/3/8,1798.1,2635.791,3791.827,139.8569,146.5077,2186.7714,343.45
2012/3/9,1811.486,2664.302,3848.108,139.8458,146.6099,2216.5943,347.2
2012/3/12,1796.937,2654.402,3871.12,139.9778,146.7334,2219.1954,347.26
2012/3/13,1813.201,2681.073,3910.064,139.9413,146.6778,2231.5539,347.1
2012/3/14,1776.407,2605.106,3734.317,139.9093,146.7039,2217.5159,341.35
2012/3/15,1760.476,2585.546,3689.014,139.8149,146.6831,2212.5367,337.25
2012/3/16,1780.076,2623.52,3786.617,139.9146,146.6704,2212.7349,339.4
2012/3/19,1778.981,2630.013,3829.696,139.9024,146.7238,2202.4153,339
2012/3/20,1755.725,2584.445,3746.284,139.9014,146.7118,2199.9035,337.62
2012/3/21,1758.624,2587.793,3760.047,139.8635,146.5642,2207.4544,337.87
2012/3/22,1760.335,2583.747,3742.388,139.9457,146.5881,2193.2931,336.77
2012/3/23,1747.916,2552.94,3670.129,140.0843,146.5852,2198.0303,336.6
2012/3/26,1749.888,2555.442,3666.279,140.1374,146.5516,2199.6721,339.29
2012/3/27,1749.185,2547.143,3652.876,140.1004,146.5899,2214.8592,343.8
2012/3/28,1708.853,2474.9,3490.007,140.2086,146.6892,2197.6803,341.22
2012/3/29,1688.09,2443.122,3425.702,140.3104,146.7422,2180.51,338.29
2012/3/30,1705.633,2454.899,3416.856,140.3822,146.7388,2184.3826,339.04
2012/4/5,1735.283,2512.832,3531.549,140.3952,146.7577,2188.7825,331.78
2012/4/6,1737.512,2519.83,3554.027,140.3856,146.8109,2203.2341,334.28
2012/4/9,1721.426,2495.146,3512.914,140.3214,146.9298,2191.6666,335.4
2012/4/10,1736.24,2519.788,3554.038,140.3513,146.9002,2189.4459,336.49
2012/4/11,1734.594,2520.036,3566.476,140.4061,146.9278,2162.1854,338.04
2012/4/12,1770.947,2570.436,3640.407,140.3253,146.9729,2174.7804,337.97
2012/4/13,1777.068,2580.454,3675.028,140.3188,147.001,2167.7652,340.99
2012/4/16,1770.679,2574.044,3685.481,140.3458,147.08,2144.6295,335.43
2012/4/17,1749.4,2541.883,3631.556,140.3897,147.0817,2140.8593,335.55
2012/4/18,1789.627,2599.908,3714.02,140.3594,147.2015,2170.7802,336.39
2012/4/19,1791.382,2596.056,3704.705,140.2898,147.1958,2164.3317,334.81
2012/4/20,1815.882,2626.839,3736.365,140.3913,147.2551,2166.6319,334.96
2012/4/23,1799.907,2606.038,3691.574,140.4491,147.312,2153.983,333.3
2012/4/24,1808.859,2604.866,3666.395,140.5119,147.3683,2149.4929,333.65
2012/4/25,1819.217,2625.99,3718.911,140.487,147.3759,2148.2302,334.58
2012/4/26,1822.206,2631.487,3700.028,140.5252,147.4093,2164.1288,335.45
2012/4/27,1822.542,2626.157,3664.638,140.5379,147.4569,2162.7016,336.09
2012/5/2,1862.755,2683.487,3718.259,140.5689,147.5463,2167.6312,336.46
2012/5/3,1864.295,2691.518,3733.816,140.5679,147.5206,2150.1195,334.52
2012/5/4,1876.658,2715.879,3758.004,140.563,147.5437,2155.5663,332.84
2012/5/7,1866.619,2717.778,3784.556,140.6148,147.6191,2130.3329,333.51
2012/5/8,1862.401,2709.116,3783.472,140.6271,147.6367,2130.2201,332.55
2012/5/9,1830.132,2657.514,3717.47,140.6855,147.7254,2113.3666,324.64
2012/5/10,1829.607,2657.214,3731.131,140.8112,147.7895,2119.5022,325.57
2012/5/11,1815.732,2636.917,3715.385,141.0904,147.9498,2091.1647,322.34
2012/5/14,1800.503,2615.534,3710.097,141.626,148.2931,2066.8067,322
2012/5/15,1801.064,2617.374,3705.883,142.2755,148.6978,2055.695,318.51
2012/5/16,1774.243,2574.647,3660.312,142.6002,148.9517,2022.5428,313.98
2012/5/17,1801.11,2613.942,3714.186,142.2222,148.959,2050.7676,316.98
2012/5/18,1775.572,2573.976,3655.858,142.5472,149.1055,2035.519,322.77
2012/5/21,1784.943,2587.231,3653.546,142.405,149.2068,2057.8734,326.49
2012/5/22,1810.411,2627.525,3711.055,142.397,149.3403,2051.7121,324.49
2012/5/23,1801.466,2616.869,3708.919,142.451,149.4685,2022.6911,318.95
2012/5/24,1789.434,2595.26,3678.093,142.808,149.8385,2025.725,319.29
2012/5/25,1776.376,2573.103,3635.516,143.3412,150.103,2030.9839,321
2012/5/28,1800.913,2614.689,3687.455,143.1242,150.121,2050.8574,323.99
2012/5/29,1824.429,2650.854,3745.678,142.947,150.1617,2058.2047,323.55
2012/5/30,1818.385,2642.258,3752.219,142.865,150.1915,2040.2828,318.39
2012/5/31,1804.593,2632.042,3753.593,142.969,150.2929,2020.6727,321.75
2012/6/1,1808.527,2632.998,3744.437,143.0301,150.1525,2008.572,320.24
2012/6/4,1760.955,2559.026,3621.808,143.0642,150.3325,1948.5647,332.48
2012/6/5,1763.7,2558.842,3617.614,142.9794,150.3001,1965.6714,331.01
2012/6/6,1768.575,2557.401,3600.163,142.9271,150.5012,1971.4781,333.5
2012/6/7,1757.766,2542.184,3581.137,142.8641,150.9169,1970.2359,332.46
2012/6/8,1738.587,2524.329,3564.158,143.3717,151.3315,1949.2963,322.91
2012/6/11,1756.031,2558.265,3630.314,143.1108,151.4429,1985.4546,328
2012/6/12,1745.454,2540.178,3608.391,142.9616,151.4271,1961.7823,326.35
2012/6/13,1771.422,2580.636,3674.875,142.8129,151.4215,1969.0082,330.6
2012/6/14,1756.301,2560.421,3652.705,142.7349,151.3768,1967.77,332.3
2012/6/15,1769.492,2568.054,3648.994,142.7945,151.3849,1996.8008,333.48
2012/6/18,1776.244,2581.212,3684.727,142.6072,151.3126,2005.7279,331.28
2012/6/19,1764.881,2558.621,3657.958,142.6082,151.1631,1996.6837,333.72
2012/6/20,1763.631,2552.611,3636.09,142.5812,151.2308,2010.2119,331.19
2012/6/21,1735.336,2512.185,3590.837,142.6983,151.1845,1974.314,328.53
2012/6/25,1704.567,2456.518,3493.116,142.9613,151.2455,1967.5792,323.14
2012/6/26,1700.499,2454.915,3489.972,143.0546,151.3006,1953.539,324.6
2012/6/27,1695.031,2447.195,3476.403,143.3399,151.3666,1954.0916,322.3
2012/6/28,1681.384,2425.729,3427.819,143.419,151.5032,1972.6883,322.71
2012/6/29,1708.856,2461.612,3470.965,143.459,151.4337,1994.1987,322.49
2012/7/2,1706.168,2465.238,3509.503,143.4145,151.4771,2002.2624,326.2
2012/7/3,1710.412,2468.721,3515.778,143.5046,151.5247,2031.965,329.12
2012/7/4,1712.937,2464.919,3497.748,143.5244,151.584,2034.488,330.12
2012/7/5,1695.356,2430.37,3418.202,143.5839,151.6376,2042.8321,330.9
2012/7/6,1711.579,2472.614,3486.546,143.8155,151.8746,2034.3825,328.3
2012/7/9,1668.022,2416.036,3398.805,144.0599,152.0703,2021.2467,325.88
2012/7/10,1664.424,2406.706,3365.665,144.198,152.0046,2008.0313,325.49
2012/7/11,1672.252,2425.572,3404.104,144.2899,152.095,2008.1102,324.54
2012/7/12,1680.05,2449.181,3450.302,144.3031,152.089,2008.0206,322.88
2012/7/13,1685.019,2450.633,3435.084,144.255,152.0738,2032.7273,323.91
2012/7/16,1657.623,2399.731,3311.089,144.194,152.2808,2037.3615,326.51
2012/7/17,1669.706,2414.201,3334.286,144.144,152.2815,2021.1092,327.19
2012/7/18,1665.865,2414.335,3352.848,144.1111,152.2819,2013.0336,325.04
2012/7/19,1674.268,2424.322,3392.656,144.1003,152.2556,2022.549,325.25
2012/7/20,1658.3,2398.455,3369.913,144.1826,152.3547,2001.8352,325.84
2012/7/23,1629.065,2365.431,3337.856,144.224,152.376,1946.8263,324
2012/7/24,1632.952,2375.992,3361.09,144.2393,152.4518,1948.9339,324.52
2012/7/25,1627.959,2360.083,3332.085,144.2193,152.4239,1928.05,326.57
2012/7/26,1624.464,2347.488,3302.336,144.1835,152.3704,1941.3057,329.47
2012/7/27,1630.31,2349.108,3283.592,144.168,152.3326,1969.0045,331.93
2012/7/30,1625.636,2335.793,3217.452,144.1955,152.3645,1961.7158,331.75
2012/7/31,1631.885,2332.922,3159.192,144.0945,152.2695,1971.8203,332.35
2012/8/1,1645.616,2358.651,3216.184,144.0917,152.2139,1959.449,331.51
2012/8/2,1634.553,2334.882,3195.863,144.1314,152.1677,1953.2854,329.4
2012/8/3,1641.599,2353.737,3259.856,144.1012,152.1128,1946.5403,326.99
2012/8/6,1658.371,2385.611,3337.267,144.0015,152.1315,1960.2737,329.8
2012/8/7,1657.911,2388.873,3368.252,143.8461,151.9634,1966.6236,331.25
2012/8/8,1662.768,2389.795,3356.485,143.6462,151.9367,1953.5659,329.22
2012/8/9,1671.954,2411.7,3405.058,143.8498,151.8748,1972.8853,331.07
2012/8/10,1665.175,2399.751,3395.849,143.9134,151.8603,1962.2973,329.87
2012/8/13,1632.001,2351.931,3318.1,143.8718,151.8003,1942.5241,332.86
2012/8/14,1633.143,2357.016,3349.585,143.8026,151.7498,1939.2617,331.25
2012/8/15,1610.413,2331.615,3310.839,143.6149,151.6409,1938.12,328.13
2012/8/16,1605.276,2319.67,3286.828,143.5633,151.6824,1933.3695,329.25
2012/8/17,1606.003,2313.476,3286.778,143.581,151.7062,1943.125,331.87
2012/8/20,1596.195,2301.788,3289.439,143.4395,151.6517,1929.8263,331.93
2012/8/21,1598.5,2313.703,3335.753,143.3793,151.6258,1934.7996,332.4
2012/8/22,1591.334,2295.586,3306.111,143.0964,151.4676,1929.4087,335.74
2012/8/23,1596.574,2302.199,3327.99,143.2242,151.4197,1949.154,340.65
2012/8/24,1588.111,2275.677,3265.749,143.4695,151.344,1937.4227,340.27
2012/8/27,1557.165,2228.204,3184.331,143.4663,151.3646,1958.3489,342.33
2012/8/28,1570.44,2238.411,3200.993,143.4104,151.2711,1939.5982,340.2
2012/8/29,1554.403,2214.814,3179.54,143.305,151.2959,1924.6992,341.13
2012/8/30,1560.286,2211.37,3129.495,143.29,151.3054,1933.3483,339.5
2012/8/31,1551.199,2204.868,3139.5,143.2954,151.2934,1921.104,339.69
2012/9/3,1560.08,2228.369,3200.306,143.3318,151.3589,1938.3329,345.1
2012/9/4,1548.042,2204.407,3164.826,143.4397,151.4319,1923.2773,346.35
2012/9/5,1537.531,2199.875,3181.8,143.4063,151.4252,1906.7457,345.85
2012/9/6,1550.971,2217.823,3217.936,143.4068,151.4783,1928.4586,348.58
2012/9/7,1619.213,2317.179,3334.66,143.1875,151.4435,1954.2276,346.1
2012/9/10,1620.027,2326.666,3363.605,142.9126,151.4732,2009.2951,353.5
2012/9/11,1605.073,2311.89,3350.088,142.8258,151.4436,2014.281,352.94
2012/9/12,1607.989,2320.071,3376.122,142.601,151.2463,2022.2006,354
2012/9/13,1597.16,2298.461,3329.299,142.612,151.1499,2009.7703,352.99
2012/9/14,1614.7,2315.542,3338.038,142.2389,151.0669,2082.3876,360.31
2012/9/17,1582.095,2258.705,3237.704,142.1069,151.005,2074.6807,360
2012/9/18,1564.982,2235.239,3224.259,142.4018,151.0885,2074.3124,357.5
2012/9/19,1569.069,2246.236,3255.866,142.4199,151.0445,2093.517,361
2012/9/20,1540.956,2195.951,3161.763,142.4985,150.8586,2041.8739,357.32
2012/9/21,1545.964,2199.063,3143.71,142.61,150.8505,2052.0366,359.53
2012/9/24,1553.973,2215.516,3167.161,142.6518,150.9732,2039.6082,357.5
2012/9/25,1553.701,2210.154,3144.408,142.8925,151.099,2043.5818,358.57
2012/9/26,1541.14,2184.891,3071.989,142.9918,151.3101,2042.5866,358.25
2012/9/27,1587.956,2251.717,3141.082,143.0012,151.4588,2053.2414,356.19
2012/9/28,1613.092,2293.106,3199.752,142.9798,151.4699,2082.7274,360.03
2012/10/8,1596.144,2270.054,3183.365,142.9033,151.6354,2064.7118,358.3
2012/10/9,1627.657,2320.157,3265.617,142.8434,151.6227,2099.853,359.28
2012/10/10,1625.328,2324.117,3296.923,142.7643,151.6125,2097.7335,357.79
2012/10/11,1615.747,2302.533,3248.045,142.828,151.8606,2089.7167,357.54
2012/10/12,1618.659,2304.531,3240.399,142.9668,151.9516,2089.3917,357.29
2012/10/15,1612.955,2294.857,3223.189,143.0901,152.2445,2069.4485,352.6
2012/10/16,1614.138,2298.162,3233.229,142.9697,152.3068,2079.612,351.64
2012/10/17,1617.664,2300.803,3240.778,142.8889,152.3483,2082.9197,352.5
2012/10/18,1639.667,2336.077,3294.835,142.8163,152.3924,2097.6405,352
2012/10/19,1637.765,2332.47,3285.445,142.746,152.4617,2070.4309,349.86
2012/10/22,1643.342,2341.592,3298.488,142.8243,152.4339,2069.85,347.51
2012/10/23,1625.81,2312.077,3259.067,142.7666,152.3983,2040.24,346.43
2012/10/24,1623.641,2307.779,3257.921,142.7304,152.4578,2055.34,344.69
2012/10/25,1612.947,2291.239,3226.172,142.6685,152.4256,2060.03,345
