代码,名称,净资产,少数股权,资产负债率%%,流动资产,固定资产,无形资产,流动负债,公积金,存货,应收帐款,营业收入,营业成本
002738,中矿资源,57553.3,1030.16,17.63,41919.56,17154.07,7196.75,10250.94,23128.24,8172.72,20507.99,11970.08,7695.3
002739,万达院线,441889.69,470.2,24.98,316222.47,122574.7,3529.85,146109.2,119279.9,4262.83,5896.18,348645.66,228817.22
002740,爱迪尔,93197.86,0,27.43,124585.27,2979.62,296.2,35113.37,42223.57,39438.1,35744.32,43846.7,34029
002741,光华科技,72593.75,0,21.23,64741.82,17185.21,2260.79,15813.75,32469.84,13284.85,22705.1,39437.65,29341.77
002742,三圣特材,115819.72,618.42,43.83,151735.56,44262.73,7711.55,86816.21,54020.17,6138.31,84563.25,67031.71,52468.11
002743,富煌钢构,73685.15,1087.17,76.34,248046.59,50469.15,5042.68,235525.34,24640.92,126820.36,68066.9,70171.47,58690.36
002745,木林森,248831.16,2945.9,62.08,420156.06,226924.77,11679.83,379026.31,87162.57,62774.76,45096.07,200046.81,146450.5
002746,仙坛股份,98358.15,0,32.67,60710.2,61955.63,6004.89,47405.73,38325.51,24742.96,4625.33,90410.61,85831.43
002747,埃斯顿,46346.12,106.03,18.76,34210.37,13836.88,2115.65,10145.37,17004.46,8456.3,15218.73,23595.93,15385.86
002748,世龙实业,93132.9,0,17.95,52562.68,49486.84,6435.91,18052.49,45256.03,3981.88,4673.91,48089.05,41502.4
002749,国光股份,79060.67,0,8.38,79130.9,1847.59,3105.08,6839.65,33063.55,13295.44,3904.37,36754.37,18550.31
002750,龙津药业,56671.8,0,15.07,37752.51,26911.7,1967.46,7714.85,28980.76,1903.46,244.32,9324.37,3266.36
002751,易尚展示,41747.62,0,49.38,69506.8,3843.84,5831.41,36609.25,16278.07,3488.41,21478.96,24984.48,17045.8
002752,昇兴股份,131589.59,1310.18,44.17,112282.97,105177.01,14084.05,91646.43,28313.24,28007.6,32254.23,96878.43,81153.22
002753,永东股份,83274.68,0,24.54,73416.47,27047.39,5217.72,25546.06,38948.06,12704.33,16076.13,40973.09,31819.74
002755,东方新星,51691.35,0,31.91,71146.84,3697.71,45.92,24229.39,14126.05,4529.58,38446.6,18132.35,12976.9
002756,永兴特钢,277594.91,0,12.47,246517.72,40559.2,7772.5,34756.09,98600.57,25053.75,15612.87,180188.06,161335.92
002757,南兴装备,70251.36,0,26.98,55898.21,20439.35,5742.25,15878.35,35031.4,10270.36,12754.07,29561.38,20607.85
002758,华通医药,50358.51,0,44.93,72205.68,9247.65,6192.49,40410.62,29310.95,13740.9,28537.33,57860.43,51255.12
002759,天际股份,53270.82,0,14.95,35436.67,5357,2920.18,7660.68,26197.67,6423.74,2971.99,18843.93,12817.62
002760,凤形股份,56178.17,0,43.22,47571.21,37088.07,3614.01,30606.91,23657.92,10668.92,11481.35,23433.64,17535.31
002761,多喜爱,60458.53,0,30.08,59698.23,2795.75,4146.89,16004.82,24021.73,20470.72,4930.48,25392.17,14555.47
002762,金发拉比,79735.21,0,9.41,81690.63,4246.6,617.14,8285.86,43307.85,10458.21,2667.36,17319.23,9063.87
002763,汇洁股份,146653.77,0,34.39,161335.44,42349.21,6914.15,72101.95,80209.46,53723.65,19604.57,92767.43,27631.5
002765,蓝黛传动,92305.43,2045.48,36.12,86957.99,43102.92,8719.36,34448.34,56006.05,16985.95,25028.17,40452.15,31410.63
002766,索菱股份,93557.65,0,35.63,109912.9,16839.88,1354.18,44372.65,42625.55,29070.3,21901.55,39590.06,28905.2
002767,先锋电子,58483.26,0,13.47,63576.76,1621.15,462.2,9107.3,33725.42,4707.6,17074.6,12726.12,7521.18
002768,国恩股份,67952.25,0,41.13,87562.42,8373.88,2298.1,41066.44,38594.65,15499.62,16836.4,40468.98,32728.85
002769,普路通,91915.81,0,95.76,2168464.25,351.17,0,2078342.38,50551.4,5021.1,60365.05,137371.52,128325.55
002770,科迪乳业,104041.75,0,45.66,77924.9,25121.78,2617.04,76097.5,44831.1,4131.01,6071.83,30438.8,20072.42
002771,真视通,51393.46,0,42.76,88823.7,402.11,235.16,38391.48,25255.07,33398.89,20586.17,27166.45,20427.63
002772,众兴菌业,94934.3,233.73,36.97,66763.31,46436.26,12047.3,10079.08,55129.83,3712.41,760.65,20548.17,13019.78
002773,康弘药业,223598.72,1981.11,13.37,181776.42,44182.9,16472.4,25327.64,67357.88,10810.65,20894.81,89104.84,10136.42
002775,文科园林,104848.78,0,40.64,173547.16,1771.43,104.4,71793.86,56389.88,73495.31,37435.17,44658.62,32696.8
002776,柏堡龙,93254.65,0,22.16,104193.11,10987.42,2554.62,26099.9,61771.94,6161.66,6781.72,30866.33,21811.75
300001,特锐德,145904.38,17680.28,50.7,234026.84,39297.73,16023.55,168162.94,2835.87,38282.68,154257.94,99901.7,75126.75
300002,神州泰岳,479944.56,0,11.59,225158.27,34932.68,19241.82,51049.85,81238.61,24879.28,79419,114600.45,81096.96
300003,乐普医疗,331572.44,39451.62,30.45,236313.55,71018.15,36367.53,157104.45,75276.75,45460.78,109210.45,133201.81,61859.07
300004,南风股份,300276.13,1952.81,16.74,133461.41,74471.18,18933.57,48541.96,239917.77,57415.1,49631.94,34424.05,23136.23
300005,探路者,128074.05,0,32.35,118872.88,23000.55,884.87,53247.8,18149.72,33874.43,16014.15,67602.36,32922.81
300006,莱美药业,98066.52,2862.92,60.49,100781.38,92016.3,14332.44,127892.26,54305.68,43199.96,23932.95,44140.17,28120.69
300007,汉威电子,117670.46,26254.55,43.78,120250.52,35287.25,35200.05,55970.66,74574.53,19664.63,25776.97,31831.81,18077.38
300008,上海佳豪,84947.46,769.55,38.37,73374.17,20689.68,1969.75,52673.8,39213.93,43554.34,22051.6,45737.28,38675.55
300009,安科生物,77548.36,3177.24,11.17,38473.94,33697.05,3508.9,9765.66,10138.62,3750.33,10383.01,29462.86,8804.41
300010,立思辰,128882.61,5518.33,33.88,113923.95,11054.26,9312.9,45388.78,39236.2,20713.8,47907.55,36606.92,23734.35
300011,鼎汉技术,189368.88,146.28,36.78,144709.11,21599.8,11944.87,69274.86,91982.46,27680.58,80578.81,45899.92,24809.49
300012,华测检测,128489.8,2036.98,16.77,64417.33,49214.92,7744.81,21178.15,41464.68,300.64,24498.45,53251.57,26771.9
300013,新宁物流,34006.96,2431.2,36.36,32615.33,16674.56,4158.81,16740.05,8131.7,1565.21,10022.53,20324.7,14579.7
300014,亿纬锂能,101589.72,5160.25,40.46,80628.21,35405.34,8005.67,51513.25,7721.42,22121.57,33960.19,63382.44,44362.98
300015,爱尔眼科,214791.42,9380.08,19.98,142524.09,60542.05,1517.05,55782.9,11597.32,15574.67,21419.25,145410.72,77630.6
300016,北陆药业,67081.31,4696,24.69,43906.37,15540.65,2755.11,18099.28,10547.71,5401.51,22142.4,27177.75,7082.38
300017,网宿科技,192397.56,1226.6,23.73,206588.44,34740.05,6413.31,55374.1,7137.8,4351.01,49820.53,123682.3,69189.9
300018,中元华电,75915.21,3924.7,7.4,71969.65,5332.71,2485.57,6376.28,36776.93,6609.63,12945.62,8056.31,3435.95
300019,硅宝科技,58906.3,1671.14,25.83,39061.87,16364.54,4807.16,12896.96,1201.81,7464.07,17188.24,25558.28,17641.42
300020,银江股份,194950.55,3803.93,54.95,361345.41,8821.42,10836.87,241436.52,64331.51,143054.94,148673.05,101115.32,72806.11
300021,大禹节水,49017.32,277.71,69.82,122924.52,28904.43,5554.28,108679.51,4424.58,44587.37,40459.7,46576.05,34937.05
300022,吉峰农机,7783.53,20554.17,90.28,260710.63,11158.71,4933.15,262173.56,7450.6,100014.7,70918.4,137499.25,116798.72
300023,宝德股份,93981.71,5133.48,66.96,141263.38,12712.46,2066.65,130225.5,77941.78,3127.75,10698.75,6736.81,3892.1
300024,机器人,208564.84,5488.26,41.68,242096.41,37055.55,20183.5,94098.97,31115.24,122058.11,64047.88,81004.49,52969.46
300025,华星创业,76222.92,3477.11,55.31,146395.63,2863.78,1633.67,92995.75,25461.6,10375.44,117811.77,44770.8,31104.3
300026,红日药业,348812.06,1386.96,15.42,304403.25,71565.99,11040.78,61754.55,111458.67,33283.1,123270.42,146027.45,25149.67
300027,华谊兄弟,593196.31,61715.91,40.62,549906.13,34182.3,7077.96,311449.28,79041.81,114250.38,129512.38,129304.3,53255.03
300028,金亚科技,20930.6,449.37,67.11,37200.23,4911.91,3438.71,43055.93,25138.6,6385.76,15015.07,10486.03,8808.92
300029,天龙光电,57364.03,5179.25,40.33,75045.81,24028.9,3529.76,41029.19,83145.11,32331.95,12582.85,8448.41,7094.27
300030,阳普医疗,73881.03,5346.68,29.29,46268.68,21891.48,6035.93,28383.28,24779.26,11879.3,15541.62,23143.75,13280.45
300031,宝通科技,86282.18,350.76,11.69,60821.11,30671.66,2542.66,10830.55,23517.75,5094.43,23606.82,23845.56,15781.37
300032,金龙机电,201901.47,570.05,41.44,177250.52,73487.43,16020.84,132671,98749.55,53823.56,58020.57,132295.36,100693.71
300033,同花顺,139436.44,0,48.05,233591.55,14713.94,2707.49,127961.97,35677.57,0,1226.95,40585.82,7943.18
300034,钢研高纳,111175.97,4155.58,17.59,80028.86,43636.03,5834.18,16002.65,39555.17,25210.36,22482.9,28541.85,19264.9
300035,中科电气,84388.75,845.34,15.46,75662.38,15610.6,5443.06,11284.57,37459.12,9701.57,24081.81,9051.44,4919.55
300036,超图软件,64171.38,1237.12,19.27,45364.75,20230.98,2925.1,13288.5,26719.98,318.86,18256.61,15704.45,6980.5
300037,新宙邦,189062.22,1087.92,15.61,105575.67,45306.82,21600.07,31347.88,116814.67,19535.77,30376.69,39521.48,27008.28
300038,梅泰诺,114126.35,19833.63,40.43,167153.67,12844.32,2363.87,87932.46,77029.6,40991.28,97760.95,29055.71,20622.6
300039,上海凯宝,195998.81,0,21.11,201285.81,38835.76,5163.24,47430.57,26898.85,13591.74,66026.85,88280.27,15117.8
300040,九洲电气,116670.55,0,16.14,82656.93,33301.18,14161.19,14567.5,38241.8,12967.74,27546.3,7100.5,5297.9
300041,回天新材,107787.27,105.93,24.29,77515.34,42252.48,12316.71,32366.19,46697.8,14681.65,41903.75,48965.17,33006.46
300042,朗科科技,82846.22,0,3.42,59192.98,4921.24,1369.82,2850.95,60245.71,2677.84,2615.79,18459.05,15658.99
300043,互动娱乐,187134.38,18483.72,44.44,137006.94,44412.4,8238.62,152527.94,231.16,48077.6,49281.73,72421.95,42466.07
300044,赛为智能,65481.71,2750.05,34.92,82017.65,1491.32,1874.9,34334.48,26032.71,30079.9,25284.47,18632,14790.12
300045,华力创通,83238.68,1810.95,21.63,71301.68,7454.1,19010.71,12578.49,12435.16,11637.25,34605.35,18273,7749.06
300046,台基股份,77601.43,0,6.63,63370.81,16899.75,1354.52,4947.35,56347.88,7307.96,6288.56,8678.96,5767.33
300047,天源迪科,124136.06,3895.68,35.12,123287.61,13869.95,24339.95,66006,52853.98,38530.34,52404.59,52520.05,41603.71
300048,合康变频,152640.75,15915.75,18.69,142606.91,40030.03,10085.63,37366.48,85025.56,43786.71,76086.92,34817.94,21209.86
300049,福瑞股份,125589.47,29950.55,19.94,122806.77,10599.71,13864.42,23613.38,94671.77,6328.97,16500.42,28598.46,9590.24
300050,世纪鼎利,199153.81,440.07,11.45,143443.13,11756.87,18141.68,23943.23,141481.44,8658.71,46170.46,31902.64,17676.18
300051,三五互联,48932.17,0,41.43,39397.07,6016.01,4955.77,12286.78,12923.57,187.72,6525.16,10777.86,3680.18
300052,中青宝,93453.75,7569.22,34.54,46131.82,4602.03,14870.88,35957.48,57585.75,0,20371.5,15448.35,6778.12
300053,欧比特,121219.92,849.35,14.04,71009.96,13611.27,23169.02,17836.05,79864.07,13298.9,40197,16895.72,9651.42
300054,鼎龙股份,122542.88,0,23.36,83756.68,40519.93,7025.81,22119.72,43820.01,17367.6,27806.21,49483.07,32455.7
300055,万邦达,276191.47,4965.41,42.39,283519.47,66230.81,6312.25,98465.86,138068.5,91948.92,95995.5,88781.4,62240.8
300056,三维丝,64366.82,933.62,52.28,86706.15,20335.11,2442.04,69171.38,32719.01,29167.05,34187.28,35420.23,27158.69
300057,万顺股份,223630.59,33669.9,47.2,255050.05,149143.84,14391.8,206900.45,122464.57,63475.66,62088.16,108751.4,90729.43
300058,蓝色光标,441837.19,34202.7,63.14,554945.38,9657.82,216710.27,508791.91,112567.02,1999.79,250855.84,345271.25,244506.95
300059,东方财富,289477.28,0,85.3,1906002.38,9382.67,13275.51,1679543.25,9033.82,0,35270.3,156996.19,19149.74
300061,康耐特,41641.89,4992.4,41.13,48050.17,26060.88,1556.46,31918.45,5107.6,23919.99,13290.2,32777.67,22932.1
300062,中能电气,76440.49,5806.43,17.34,70664.56,19384.48,4367.71,16216.25,36051.01,16733.72,27181.4,20822.34,14069.45
300063,天龙集团,65710.46,8327.48,48.51,73608.77,34791.03,6201.1,62110.88,34230.35,18436.27,37387.43,46190.76,37283.01
300064,豫金刚石,190031.47,9459.62,42.74,149464.48,134787.56,7450.43,125655.22,70058.06,24117.86,35303.35,40215.53,25837.92
300065,海兰信,60644.57,6311.89,14.33,54284.65,8598.87,7196.27,8261.25,29328.93,8408.46,25476.65,13524.19,8606.3
300066,三川股份,116333.2,9022.88,11.72,85015.55,26667.23,9548.55,14642.44,29508.51,11637.07,21008.98,31305.91,20869.4
300067,安诺其,94206.57,2893.13,25.68,82438.56,22433.45,3644.86,33316.17,14752.07,27739.25,23125.15,42990.12,26726.98
300068,南都电源,288463.63,16370.12,45.01,371021.88,120456.06,18863.55,202480.31,167302.5,77588.36,171316.81,204642.67,171735.61
300069,金利华电,48558.12,0,26.85,39746.28,22012.07,2442.46,16885.84,26053.48,18184.75,15065.05,10648.95,7802.37
300070,碧水源,629556.06,0,42.21,455702.94,29499.38,150378.95,309678.84,209909.25,46644.69,181182.52,105379.35,66118.22
300071,华谊嘉信,115174.32,817.16,33.61,94606.86,4766.83,1733.6,34041.5,15715.05,31.5,79677.09,91033.24,74277.88
300072,三聚环保,229880.55,17089.93,65.55,560378.81,69098.77,16194.5,404392.84,33789.45,65706.13,286385.06,221393.55,138925.25
300073,当升科技,81849.18,0,24.59,63190.85,30017.4,1602.93,25187.28,58978.16,19087.2,21150.36,34104.1,32918.01
300074,华平股份,99521.65,0,6.13,44919.53,13346.84,2348.67,5344.06,16947.61,8529.07,14745.42,9472.92,4067.65
300075,数字政通,117158.85,1162.25,18.9,114919.6,7999.43,10049.6,23698.4,42670.73,8435,42907.35,18619.31,11413.8
300076,GQY视讯,106688.67,0,10.91,85634.93,17370.39,4103.91,12110.85,66815.06,5779.85,14589.54,9736.73,5777.08
300077,国民技术,273824.06,72.7,10.41,278214.66,2894.05,9215.28,29930.66,219319.5,17549.5,24327.51,22627.88,14754.37
300078,中瑞思创,118798.86,1889.49,43.24,85772.6,18818.73,9209.11,91932.06,85148.15,18781.4,37815.3,29603.9,18263.78
300079,数码视讯,299486.28,9931.05,17.12,245374.59,35749.67,29762.52,60002.76,122963.05,30320.88,37026.71,38555.92,14179.61
300080,新大新材,319892.38,498.39,40.83,317376.13,133472.8,25648.81,217649.41,243477.8,119645.42,81153.86,74720.28,57718.43
300081,恒信移动,78592.11,1189.06,8.9,54177.07,3235.07,6836.95,7546.16,53302.28,3265.29,4910.22,25719.34,17318.85
300082,奥克股份,283803.16,22907.25,41.64,248513.92,229401.91,25853.03,126113.97,170037.47,48009.6,60172.91,133276.34,121422.27
300083,劲胜精密,192183.69,72.87,55.11,223240.45,163849.69,6892.06,191877.88,144828.97,85444.06,48077.75,140922.66,125492.17
300084,海默科技,106774.27,747.96,33.53,64548.23,19603.92,3841.05,20643.31,60770.91,16898.78,18789.88,19729.22,13732.84
300085,银之杰,83502.36,755.31,15.33,65240.26,804.95,7606.25,14701.84,20530.93,4845.58,21808.06,22306.17,13149.95
300086,康芝药业,176486.66,8151.42,5.05,128802.7,32900.8,23658.9,8674.32,126650.52,6768.5,4065.78,13823.61,6391.08
300087,荃银高科,56908.38,15989.7,29.59,70420.96,20328.9,7522.52,28498.55,16401.28,31149.6,3252.87,17332.35,10487.82
300088,长信科技,345536.53,380.26,30.69,271650.41,150581.92,11181.25,137184.69,188591.98,46064.9,54775.41,178293.52,156927.77
300089,长城集团,79607.63,0,29.64,58335.43,16170.55,29556.91,33542.48,48589.43,10397.82,23527.85,22124.03,15654.87
300090,盛运环保,216333.59,3851.56,68.14,373968.81,73810.36,47993.84,308683.5,81508.3,48972.51,102829.56,77370.5,54297.8
300091,金通灵,83009.06,666.32,57.79,114972.63,53464.05,8721.41,96663,44255.17,23955.4,72850.8,44293.98,33120.95
300092,科新机电,51581.89,968.3,29.41,35081.43,35335.53,2832.88,17362.65,20638.76,11609.58,19131.86,13842.32,11281.21
300093,金刚玻璃,88090.8,-3.47,39.09,87651.17,49395.9,3171.37,54751.25,38683.3,11016.3,11670.23,18525.42,11808.6
300094,国联水产,167708.02,0,35.99,203127.09,31722.1,4174.43,88538.68,99870.63,112270.31,56866.98,83101.68,77183.13
300095,华伍股份,81389,6812.95,26.59,79658.06,27061.65,6150.5,31448.23,26978.74,20454.9,34518.23,29270.18,18350
300096,易联众,69989.46,930.35,18.34,69497.93,11189.74,3023.55,15555.37,3415.51,8166.4,27898.97,17740.27,8767.62
300097,智云股份,46032.65,3885.31,29.86,54474.98,9414.67,4568.15,20624.67,20758.17,20905.49,15829.65,9818.87,6617.16
300098,高新兴,97136.11,78.76,41.5,76900.4,6231.68,3265.29,63798.55,37086.71,17296.5,29050.65,36226.62,24628.32
300099,尤洛卡,79960.59,1917.68,7.91,54692.07,13129.3,6048.9,6979.78,37683.62,7246.93,21529.21,3791.53,1699.7
300100,双林股份,197887.11,1999.51,47.17,174457.52,79688.28,30596.15,152685.48,100337.88,46607.96,59939.94,122004.47,90703.36
300101,振芯科技,78547.63,4976.73,19.01,79286.18,9021.49,9302.05,13904.32,32557.45,22260.47,17142.57,23906.71,11849.86
300102,乾照光电,179736.02,0,19.57,105926.6,89224.68,5373.49,34206.4,84861.05,17024.67,30837.61,22126.76,14890.36
300103,达刚路机,81983.75,0,16.47,83125.96,11412.16,1330.35,16128.42,31284.02,10007.85,10491.01,10277.6,6851.72
300104,乐视网,341802.38,7469.81,68.91,518540,35633.98,378960.13,442332.31,38908.07,66212.02,249299.95,446071.31,378789.31
300105,龙源技术,209654.59,2059.13,27.25,256411.63,21476.97,5141.51,77389.07,67710.81,34046.65,108589.47,34858.65,27148.95
300106,西部牧业,65074.46,12666.85,57.63,86757.93,54702.21,7443.41,89827.24,28058.47,59039.13,4588.31,36947.81,30417.14
300107,建新股份,87649.65,0,5.43,40216.09,49114.1,902.21,4443.18,15631.32,5174.22,6254.52,20955.59,17078.85
300108,双龙股份,158245.95,2075.26,29.43,100020.71,37711.5,10624.05,23660.63,91118.93,27905.27,38465.89,35124.62,21596.98
300109,新开源,41461.21,0,13.43,14643.45,25491.06,2366.56,5670.16,18401.89,8035.46,3050.49,12680.63,7558.43
300110,华仁药业,147191.02,0,44.45,104997.65,118935.8,9909.62,114119.65,33670.23,21820.11,54260.63,50132.73,25565.49
300111,向日葵,118438,36.95,62.76,146411.02,154171.19,13833.9,167925.13,21401.97,49361.81,57987.98,72616,58292.65
300112,万讯自控,49011.73,3183.33,14.72,25672.46,12153.37,4017.85,8409.78,13531.12,5078.41,7678.41,14788.76,8046.58
300113,顺网科技,114794.45,1502.57,19.05,67050.9,4158.66,3274.66,26508.59,42295.35,607.39,14607.94,40049.03,8330.71
300114,中航电测,120847.95,9365.32,24.29,110615.72,27441.51,7967.58,38487.46,51948.9,29423.77,34893.32,48437.73,32620.77
300115,长盈精密,308218.59,3935.73,35.28,276957.59,156212.7,11012.16,123915.1,145191.94,84898.5,103821.59,179224.56,126279.05
300116,坚瑞消防,93065.71,451.35,29.64,79147,11897.32,10134.17,38978.82,53350.53,22692.24,27330.9,18629.36,12778.92
300117,嘉寓股份,133584.91,0,65.56,308548.28,39980.32,15195.54,217698.63,54474.21,154196.47,67723.38,90639,75522.75
300118,东方日升,278641.34,10668.57,58.83,472164.09,138615.86,12967.07,305745.5,203330.7,93572.78,170997.27,161567.45,124447.9
300119,瑞普生物,162266.5,19062.67,21.45,101134.81,39503.12,22915.24,41245.48,81565.24,19212.92,31338.2,33495.06,13466.92
300120,经纬电材,59437.46,1349.62,10.07,25317.4,35301.92,2951.16,4240.15,30490.3,4431.73,9710.53,23967.23,21623.2
300121,阳谷华泰,48974.76,0,62.41,75487.15,43719.81,8079.31,68062.13,9642.1,12648.15,28425.02,40738.9,30995.55
300122,智飞生物,248788.3,0,7.34,148992.73,34575.26,22484.63,7378.87,101639.11,10131.99,41805.01,38461.78,11223.49
300123,太阳鸟,91184.03,2844.59,36.84,71242.28,41441.73,12556.42,53913.8,43748.76,33462.21,15134.48,17287.82,13390.95
300124,汇川技术,358130.59,17495.56,21.85,383581.09,21448.73,18809.36,99834.55,150744.13,50396.37,59198.51,111178.97,56152.01
300125,易世达,107128.77,1898.45,50.09,118376.25,62001.25,18522.45,61327.4,81123.32,44072.46,9527.19,9701.37,7407.06
300126,锐奇股份,103531.03,-116.65,16.89,93623.55,20274.39,6156.1,20500.6,47802.84,12554.55,33559.78,35320.05,28415.01
300127,银河磁体,99169.75,0,7.82,82843.06,20266.9,2152.98,7413.86,49620.26,9504.98,9397.85,17834.45,12389.8
300128,锦富新材,249002.09,6347.6,33.61,173913.38,58959.73,7505.83,127512.22,155989.66,34487.53,72339.57,146938.42,134299.88
300129,泰胜风能,154877.55,19044.9,38.92,184056.09,60590.43,22305.6,107564.97,45989.55,65834.11,47558.18,69209.78,49842.46
300130,新国都,117707.11,0,24.56,100871.03,2977.81,3241.5,36468.37,57405.33,21172.3,40025.28,34331.73,21233.57
300131,英唐智控,50943.06,6704.42,23.56,40891.93,13061.21,6480.08,13215.72,3214.68,12523.51,11919.05,11124.92,8580.6
300132,青松股份,59637.11,0,42.47,52968.8,30963.47,5091.1,43380.25,8241.61,33188.21,9234.92,28264.8,23705.01
300133,华策影视,368806.91,3785.93,30.7,331515.09,4541.1,131.75,122507.82,155765.84,111809.07,135263.36,92617.21,55500.26
300134,大富科技,247341.02,2949.12,36.36,156410.22,91700.88,20195.25,135694.75,150933.02,43132.76,48837.19,98135.15,75523.65
300135,宝利国际,115896.67,1077.78,66.05,260286.2,31509.08,9658.03,206091.63,3525.6,34530.7,84960.07,62207.23,52621.58
300136,信维通信,73076.92,0,39.85,73094.84,28711.06,5199.5,48075.23,3027.13,10674,30323.93,51197.68,36547.73
300137,先河环保,132667.66,3257.15,15.57,109596.97,19404.25,2535.48,24157.75,67777,24496.85,31848.05,27099.59,15060.35
300138,晨光生物,104355.45,545.7,25.05,80763.43,44670.51,9592.51,29627.19,63550.53,47901.45,14089.63,67750.9,58796.45
300139,福星晓程,123991.11,3568.01,8.66,71822.11,7527.25,32249.58,12096.37,58043.31,21663.61,19562.57,12166.99,5315.31
300140,启源装备,77745.95,13498.94,17.75,62150.05,28090.33,8637.1,16421.32,37564.4,9109.98,15222.4,11148.78,7773.99
300141,和顺电气,68774.78,39.81,11.9,62731.9,8664.87,779.7,9238.21,30402.18,5444.18,28534.34,14650.02,10919.33
300142,沃森生物,279352.75,41516.7,49.19,217910.22,48425.32,20325.4,167866.72,165985.48,17396.5,60111.55,41374.73,22860.99
300143,星河生物,31244.59,3802.8,52.1,8218.51,41319.12,6115.35,25526.65,50813.98,3079.46,1831.8,12441.33,9276.92
300144,宋城演艺,363837.19,9854.78,7.75,115209.27,168246.48,74046.43,30877.3,174849.09,295.53,604,57309.68,15538.19
300145,南方泵业,152593.63,6185.93,22.31,109127.77,65126.23,13030.99,43716.95,62070.03,36358.78,20186.46,72698.93,43942.34
300146,汤臣倍健,433071.56,518.27,7.29,348604.34,40249.96,8697.32,32565.3,263381.75,24436.07,8332.25,117704.85,39034.87
300147,香雪制药,332592.41,13256.11,32.02,267283.13,120451.56,18075.39,104942.67,213798.17,30974.66,38938.2,75217.77,43972.75
300148,天舟文化,183270.05,982.03,4.94,72528.15,4102.4,87.52,9270.83,113556.85,3066.05,7955.4,22601.85,9569.75
300149,量子高科,68862.72,2106.88,7.74,45682.65,18187.35,4836.9,5745.05,7729.08,3365.16,5562.6,16760.93,9161.82
300150,世纪瑞尔,141331.16,861.3,6.95,135209.38,2241.17,126.8,10293.71,72866.55,13319.01,31487.3,12915.75,6956.22
300151,昌红科技,78182.81,1296.83,20.43,64091.53,24926.85,2872.41,15859.19,11105.99,7879.06,12377.67,26248.27,20882.4
300152,科融环境,148658.97,26577.7,44.11,201659.69,35067.09,12189.45,128924.42,96935.18,44879.51,97959.75,46863.18,32832.56
300153,科泰电源,92813.55,3999.08,20.06,89155.05,14436.15,4921.28,22837.65,49463.78,22530.76,27708.44,31054.5,24280.67
300154,瑞凌股份,148206.09,1044.25,11.73,154424.81,9518.9,3457.87,19494.56,90685.34,22183.48,6300.73,28367.83,20236.14
300155,安居宝,112491.7,2058.04,16.79,101937.56,22430.38,3220.24,19288.38,55135.41,18758.53,19804.72,32375.11,20500.46
300156,神雾环保,147699.31,8159.91,38.05,121992.47,8289.23,14403.62,66429.11,93558.93,61371.28,27494.44,29530.25,21975.67
300157,恒泰艾普,226751.22,20653.96,25.95,152979.5,54423.51,20666.4,81345.72,118437.55,11521.3,91523.05,37360.44,20275.98
300158,振东制药,196242.3,1285.72,37.24,150082.55,100039.78,29126.38,101572.63,127776.07,32746.76,63400.2,99868.52,56161.5
300159,新研股份,110713.45,4492.14,24.08,100646.57,29793.2,8952.03,34542.53,3313.23,36440.39,19355.89,10299.25,6658.31
300160,秀强股份,110837.7,0,21.35,83116.5,34797.48,3525.03,25347.53,64117.42,7421.12,32803.56,46356.87,32595.96
300161,华中数控,82770.71,7005.02,33.08,102602.1,18021.4,3480.73,40171.98,48745.53,28609.65,36185.2,24126.35,16501.14
300162,雷曼股份,75388.71,2289.56,13.33,54885.93,23366.49,1715.67,10825.35,32790.01,9736.49,14868.07,16780.72,11008.48
300163,先锋新材,65252.05,1415.7,32.92,33255.28,35719.43,5335.49,12708.83,41043.07,17759.77,8136.27,34611.03,18589.2
300164,通源石油,131533.13,28319.55,19.46,100516.99,45957.39,1618.93,34330.76,66376.22,18934.15,43249.6,26400.59,12032.73
300165,天瑞仪器,147396.05,721.25,10.26,136153.27,13703.51,1617.6,14942.02,99870.93,19197,7226.27,14548.55,5748.33
300166,东方国信,167643.36,823.87,14.35,90861.02,2948.28,20631.6,27703.7,68896.9,7909.45,50430.75,29493.33,15555.22
300167,迪威视讯,66450.21,5756.65,37.55,77867.65,3430.25,4614.39,38574.05,29790.18,10975.6,26904.51,5802.16,3369.36
300168,万达信息,169241.05,2793.95,60.86,237391.8,19068.68,16623.32,206409.3,61709.55,89234.57,82166.9,57831.4,37857.51
300169,天晟新材,122092.02,658.23,36.65,92928.11,48259.21,13852.69,49284.55,82893.86,32783.65,36524.8,37551.73,27071.26
300170,汉得信息,171557.59,439.76,7,141254.36,29211.5,4798.12,12221.96,32962.23,147.24,61837.36,55742.81,32553.18
300171,东富龙,268110.19,6410.73,33.73,343666.09,22699.72,12511.23,133820.13,119442.32,107798.07,28834.78,79075.15,41771.37
300172,中电环保,95553.28,2189.87,29.87,102871.63,5150.26,7720.21,39659.5,29060.7,14419.85,37489.23,27305.02,18389.61
300173,智慧松德,154120.52,0,20.88,92226.84,17134,7764.2,38537.55,81742.11,28373.53,26030.71,23037.75,15764.4
300174,元力股份,51172.12,9211.26,27.04,28820.15,33806.73,3911.7,14199.75,26103.8,8642.45,6791.7,29407.9,24081.46
300175,朗源股份,92235.77,4864.35,41.41,112086.61,21767.72,955.77,65638.2,7043.56,76540.61,12696.75,33917.78,28790.49
