Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
10:14:11	8.4	--	15	12600	бРел
10:14:06	8.4	--	28	23520	бРел
10:13:56	8.4	--	5	4200	бРел
10:13:51	8.4	--	130	109200	бТел
10:13:36	8.4	0.01	43	36120	бРел
10:13:31	8.39	-0.01	10	8390	бТел
10:13:16	8.4	--	21	17640	бРел
10:13:06	8.4	--	111	93240	бРел
10:12:51	8.4	--	55	46200	бРел
10:12:40	8.4	--	50	42000	бРел
10:12:40	8.4	--	45	37800	бРел
10:12:30	8.4	--	90	75600	бТел
10:12:25	8.4	-0.01	59	49560	бТел
10:12:20	8.41	--	3	2523	бРел
10:12:15	8.41	--	25	21025	бРел
10:12:10	8.41	0.01	88	74008	бРел
10:12:00	8.4	--	10	8400	бТел
10:11:55	8.4	--	216	181440	бРел
10:11:45	8.4	0.01	170	142800	бРел
10:11:35	8.39	0.01	11	9229	бРел
10:11:30	8.38	0.01	74	62012	бРел
10:11:25	8.37	-0.02	116	97091	бТел
10:11:10	8.39	--	86	72154	бРел
10:10:55	8.39	--	130	109070	бРел
10:10:50	8.39	0.01	49	41111	бРел
10:10:40	8.38	--	28	23464	бРел
10:10:35	8.38	-0.01	84	70392	бТел
10:10:25	8.39	--	10	8390	бТел
10:10:20	8.39	0.01	81	67959	бРел
10:10:10	8.38	--	10	8380	бТел
10:10:00	8.38	-0.02	21	17598	бТел
10:09:50	8.4	0.01	255	214200	бРел
10:09:45	8.39	--	10	8390	бТел
10:09:40	8.39	--	5	4195	бТел
10:09:40	8.39	-0.01	28	23492	бТел
10:09:20	8.4	0.01	162	136080	бРел
10:09:20	8.39	-0.01	14	11746	бТел
10:09:15	8.4	--	213	178920	бРел
10:09:00	8.4	--	110	92400	бТел
10:08:55	8.4	--	170	142800	бТел
10:08:50	8.4	-0.01	10	8400	бТел
10:08:35	8.41	-0.01	89	74849	бРел
10:08:35	8.42	0.01	80	67360	бРел
10:08:30	8.41	0.01	173	145493	жпптел
10:08:20	8.4	-0.02	16	13440	бТел
10:08:15	8.42	0.02	152	127984	бРел
10:08:05	8.4	--	75	63000	бТел
10:07:55	8.4	0.01	87	73080	бРел
10:07:50	8.39	--	57	47823	бРел
10:07:45	8.39	--	159	133401	бРел
10:07:35	8.39	--	702	588978	бТел
10:07:30	8.39	0.01	106	88934	бРел
10:07:25	8.38	-0.02	23	19274	бТел
10:07:20	8.4	0.02	250	210000	бРел
10:07:10	8.38	--	32	26816	бТел
10:07:05	8.38	-0.01	125	104750	бТел
10:07:00	8.39	-0.01	27	22653	жпптел
10:06:55	8.4	0.04	71	59640	бРел
10:06:50	8.36	-0.02	47	39292	бТел
10:06:45	8.38	-0.02	23	19274	бТел
10:06:45	8.4	0.02	57	47880	бРел
10:06:35	8.38	-0.02	75	62850	бТел
10:06:30	8.4	-0.01	10	8400	жпптел
10:06:20	8.41	--	53	44573	бРел
10:06:15	8.41	--	297	249777	бТел
10:06:00	8.41	0.02	180	151380	бРел
10:05:50	8.39	-0.03	204	171156	бТел
10:05:45	8.42	--	615	517830	бРел
10:05:30	8.42	0.01	406	341852	жпптел
10:05:15	8.41	-0.01	92	77372	бТел
10:05:10	8.42	-0.01	184	154928	бРел
10:05:00	8.43	0.05	55	46365	бРел
10:04:55	8.38	--	884	740792	бРел
10:04:40	8.38	0.03	262	219556	бРел
10:04:35	8.35	--	410	342350	бТел
10:04:25	8.35	0.05	362	302270	бРел
10:04:10	8.3	--	10	8300	бТел
10:04:05	8.3	0.01	247	205010	бРел
10:03:55	8.29	--	96	79583	бРел
10:03:50	8.29	0.02	80	66320	бРел
10:03:40	8.27	0.01	41	33907	бРел
10:03:35	8.26	0.01	255	210630	бРел
10:03:20	8.25	0.02	86	70950	бРел
10:03:05	8.23	0.01	128	105344	бРел
10:02:55	8.22	--	5	4110	бТел
10:02:50	8.22	--	100	82200	бРел
10:02:45	8.22	0.01	108	88776	бРел
10:02:35	8.21	0.03	116	95236	бРел
10:02:30	8.18	--	39	31902	бТел
10:02:20	8.18	-0.03	18	14724	бРел
10:02:10	8.21	0.02	105	86205	бРел
10:01:55	8.19	0.01	10	8189	бТел
10:01:45	8.18	--	198	161964	бТел
10:01:30	8.18	--	41	33538	бРел
10:01:15	8.18	--	440	359920	бТел
10:01:09	8.18	-0.01	11	8998	бТел
10:00:54	8.19	0.02	288	235872	бРел
10:00:34	8.17	--	100	81700	бРел
10:00:04	8.17	-0.01	227	185459	бТел
10:00:04	8.18	-0.01	217	177506	бТел
09:59:34	8.19	--	13	10647	бРел
09:59:29	8.19	--	13	10647	бТел
09:59:09	8.19	-0.01	92	75348	бТел
09:58:59	8.2	-0.02	182	149240	бТел
09:58:44	8.22	--	20	16440	бРел
09:58:39	8.22	0.01	105	86310	бРел
09:58:24	8.21	--	21	17241	бРел
09:58:14	8.21	0.01	19	15599	бРел
09:58:04	8.2	--	51	41820	бРел
09:57:54	8.2	0.01	12	9840	бРел
09:57:49	8.19	-0.01	27	22113	бТел
09:57:39	8.2	0.01	53	43459	бРел
09:57:34	8.19	--	6	4914	бТел
09:57:24	8.19	--	116	95004	бРел
09:57:04	8.19	0.01	164	134316	бРел
09:56:49	8.18	--	67	54806	бРел
09:56:34	8.18	0.01	123	100614	бРел
09:56:14	8.17	--	165	134805	бТел
09:56:04	8.17	-0.01	20	16340	бТел
09:55:59	8.18	--	25	20450	бРел
09:55:49	8.18	--	82	67076	бРел
09:55:39	8.18	0.01	10	8180	бРел
09:55:34	8.17	--	7	5719	бТел
09:55:29	8.17	--	19	15523	бТел
09:55:19	8.17	--	9	7353	бТел
09:55:14	8.17	0.01	108	88236	бРел
09:55:04	8.16	--	41	33456	бРел
09:54:59	8.16	0.01	126	102816	жпптел
09:54:44	8.15	-0.02	120	97800	бТел
09:54:29	8.17	0.01	58	47386	бРел
09:54:24	8.16	--	53	43248	бТел
09:54:14	8.16	--	30	24480	бРел
09:54:09	8.16	--	40	32640	бРел
09:53:59	8.16	--	40	32640	бТел
09:53:54	8.16	-0.03	45	36720	бТел
09:53:44	8.19	0.02	17	13923	бРел
09:53:39	8.17	-0.02	22	17974	бТел
09:53:24	8.19	-0.01	163	133497	бТел
09:53:19	8.2	--	7	5739	бРел
09:53:14	8.2	--	37	30339	бРел
09:53:09	8.2	--	7	5739	бРел
09:53:04	8.2	-0.03	1011	829019	бТел
09:52:54	8.23	--	15	12345	бРел
09:52:49	8.23	--	6	4938	бРел
09:52:44	8.23	-0.02	115	94645	бТел
09:52:34	8.25	0.02	150	123750	бРел
09:52:29	8.23	-0.01	159	130857	жпптел
09:52:14	8.24	0.02	138	113712	бРел
09:51:59	8.22	--	145	119190	бРел
09:51:49	8.22	--	551	452922	бРел
09:51:34	8.22	0.01	421	346062	бРел
09:51:14	8.21	-0.01	10	8210	бТел
09:51:09	8.22	--	199	163578	бРел
09:50:54	8.22	--	133	109326	бРел
09:50:39	8.22	--	170	139740	бРел
09:50:39	8.22	--	28	23016	бРел
09:50:34	8.22	--	8	6576	бРел
09:50:29	8.22	--	89	73158	бРел
09:50:24	8.22	--	115	94530	бРел
09:50:14	8.22	0.02	11	9042	бРел
09:50:04	8.2	-0.02	115	94431	бТел
09:49:59	8.22	0.02	40	32880	бРел
09:49:54	8.2	-0.02	52	42639	бТел
09:49:39	8.22	0.02	5	4110	бРел
09:49:39	8.2	-0.02	1	819	бТел
09:49:23	8.22	--	10	8220	бРел
09:49:18	8.22	-0.01	78	64116	бТел
09:49:08	8.23	0.01	15	12345	бРел
09:49:03	8.22	--	100	82200	бТел
09:48:53	8.22	--	14	11508	бТел
09:48:48	8.22	0.02	1121	921462	бРел
09:48:33	8.2	--	98	80360	бРел
09:48:18	8.2	0.01	40	32800	бРел
09:48:13	8.19	--	31	25389	бТел
09:48:03	8.19	0.01	45	36855	бРел
09:47:58	8.18	--	10	8180	бРел
09:47:48	8.18	--	10	8180	бРел
09:47:43	8.18	-0.01	14	11452	бТел
09:47:38	8.19	-0.01	20	16379	жпптел
09:47:28	8.2	0.01	141	115619	бРел
09:47:23	8.19	-0.01	8	6552	бТел
09:47:08	8.2	--	25	20500	бТел
09:47:03	8.2	--	409	335380	бТел
09:46:58	8.2	--	4	3279	бТел
09:46:53	8.2	--	346	283720	бТел
09:46:43	8.2	-0.03	15	12299	бТел
09:46:38	8.23	0.01	17	13991	бТел
09:46:33	8.22	-0.02	108	88776	бТел
09:46:23	8.24	0.01	70	57680	бРел
09:46:18	8.23	-0.02	48	39504	бТел
09:46:03	8.25	--	21	17325	бРел
09:46:03	8.25	--	7	5775	бРел
09:45:53	8.25	--	82	67650	бТел
09:45:48	8.25	--	24	19800	бТел
09:45:38	8.25	--	68	56100	бРел
09:45:28	8.25	0.01	20	16500	бРел
09:45:23	8.24	--	12	9888	бТел
09:45:18	8.24	--	73	60152	бТел
09:45:08	8.24	--	151	124424	бРел
09:44:53	8.24	--	30	24720	бРел
09:44:43	8.24	-0.01	191	157384	бТел
09:44:28	8.25	--	20	16500	бТел
09:44:23	8.25	--	94	77550	бРел
09:44:08	8.25	--	12	9900	бРел
09:44:03	8.25	0.02	143	117975	бРел
09:43:53	8.23	-0.02	34	27982	бТел
09:43:38	8.25	-0.01	54	44550	бТел
09:43:33	8.26	--	60	49560	бТел
09:43:23	8.26	--	27	22302	бРел
09:43:13	8.26	0.01	10	8260	бРел
09:43:08	8.25	--	52	42900	бТел
09:43:03	8.25	--	43	35475	бРел
09:42:58	8.25	0.03	99	81675	бРел
09:42:48	8.22	--	2	1644	бТел
09:42:28	8.22	0.02	56	46032	бРел
09:42:23	8.2	--	6	5584	бРел
09:42:18	8.2	--	30	24599	бРел
09:42:13	8.2	--	85	69700	бРел
09:42:03	8.2	--	9	7379	бРел
09:41:58	8.2	0.01	170	139400	бРел
09:41:48	8.19	--	5	4094	бРел
09:41:43	8.19	0.02	100	81900	бРел
09:41:28	8.17	0.02	5	4085	бРел
09:41:23	8.15	--	18	14670	бРел
09:41:08	8.15	-0.02	67	54605	жпптел
09:40:58	8.17	0.02	42	34314	жпптел
09:40:38	8.15	--	59	48085	бТел
09:40:28	8.15	-0.03	15	12225	бТел
09:40:18	8.18	-0.02	10	8180	бРел
09:40:08	8.2	--	9	7379	бРел
09:40:03	8.2	--	234	191879	бРел
09:39:53	8.2	--	28	23115	бТел
09:39:48	8.2	-0.03	94	77080	бТел
09:39:38	8.23	--	74	60902	бРел
09:39:33	8.23	-0.02	200	164600	жпптел
09:39:23	8.25	--	5	4125	жпптел
09:39:18	8.25	-0.01	8	6600	бТел
09:39:13	8.26	0.01	100	82600	бТел
09:39:08	8.25	-0.04	84	69300	бТел
09:39:03	8.29	0.04	283	234606	бРел
09:38:58	8.25	--	16	13200	бТел
09:38:53	8.25	--	14	11550	бТел
09:38:48	8.25	0.03	39	32175	бРел
09:38:38	8.22	--	44	36168	бТел
09:38:33	8.22	0.01	206	169332	жпптел
09:38:28	8.21	--	16	13136	бТел
09:38:23	8.21	--	4	3284	бТел
09:38:18	8.21	-0.01	256	210176	бТел
09:38:13	8.22	0.01	21	17262	бРел
09:38:08	8.21	--	8	6568	бРел
09:38:08	8.21	--	20	16420	бРел
09:37:57	8.21	-0.01	151	123971	бТел
09:37:37	8.22	--	9	7398	бРел
09:37:32	8.22	0.01	61	50142	бРел
09:37:27	8.21	-0.01	5	4105	бТел
09:37:17	8.22	0.01	71	58362	жпптел
09:37:07	8.21	--	310	254510	бТел
09:36:52	8.21	0.01	25	20525	бРел
09:36:47	8.2	0.01	83	68724	бРел
09:36:37	8.19	--	10	8189	бТел
09:36:32	8.19	0.06	204	167076	бРел
09:36:22	8.13	--	14	11382	бРел
09:36:17	8.13	-0.02	244	198372	бТел
09:36:12	8.15	0.02	270	220050	бРел
09:36:02	8.13	--	14	11382	бТел
09:35:57	8.13	0.01	67	54471	бРел
09:35:47	8.12	-0.01	90	73080	бТел
09:35:42	8.13	0.01	5	4065	бРел
09:35:32	8.12	0.02	10	8119	жпптел
09:35:27	8.1	0.02	32	25920	бРел
09:35:12	8.08	--	10	8080	бТел
09:35:02	8.08	0.02	304	245632	бРел
09:34:57	8.06	--	78	62868	бРел
09:34:52	8.06	0.01	102	82212	бРел
09:34:47	8.05	--	17	13685	бТел
09:34:42	8.05	0.03	29	23345	бТел
09:34:37	8.02	-0.03	42	33684	бТел
09:34:27	8.05	-0.01	2	1610	жпптел
09:34:22	8.06	0.05	22	17732	бРел
09:34:12	8.01	-0.06	147	117747	бТел
09:34:07	8.07	0.01	189	152523	бРел
09:33:57	8.06	0.02	27	21762	бТел
09:33:52	8.04	0.01	320	257279	жпптел
09:33:37	8.03	--	215	172645	бТел
09:33:32	8.03	--	262	210385	бТел
09:33:22	8.03	--	13	10439	бТел
09:33:17	8.03	--	318	255353	бТел
09:33:07	8.03	-0.05	1	802	бТел
09:33:02	8.08	0.05	89	71912	бРел
09:32:52	8.03	--	55	44165	бРел
09:32:47	8.03	-0.02	129	103586	бТел
09:32:42	8.05	-0.01	7	5635	жпптел
09:32:37	8.06	0.01	118	95108	бРел
09:32:32	8.05	--	12	9660	бТел
09:32:27	8.05	-0.01	10	8050	бТел
09:32:22	8.06	-0.01	16	12896	бТел
09:32:17	8.07	0.01	36	29052	бРел
09:32:12	8.06	-0.01	82	66092	бТел
09:32:02	8.07	-0.03	235	189645	бТел
09:31:47	8.1	--	20	16200	бРел
09:31:42	8.1	--	2	1620	бРел
09:31:32	8.1	--	30	24300	бРел
09:31:27	8.1	-0.04	421	341010	бТел
09:31:17	8.14	--	138	112332	бТел
09:31:07	8.14	--	31	25234	бРел
09:31:02	8.14	--	101	82214	бРел
09:30:57	8.14	-0.02	26	21164	жпптел
09:30:52	8.16	0.01	52	42432	бРел
09:30:52	8.15	--	30	24450	бТел
09:30:42	8.15	0.05	98	79870	бРел
09:30:32	8.1	-0.04	118	95580	бТел
09:30:22	8.14	0.04	383	311762	бРел
09:30:07	8.1	--	479	387990	бРел
09:25:06	8.1	8.1	332	268920	бРел
