city,state,population,5_years_or_less,5-9_years,10-14_years,15-19_years,20-24_years,25-34_years,35-44_years,45-54_years,55-59_years,60-64_years,65-74_years,75-84_years,85_years_or_more,households,"$9,999_or_less","$10,000-$14,999","$15,000-$24,999","$25,000-$34,999","$35,000-$49,999","$50,000-$64,999","$65,000-$74,999","$75,000-$99,999","$100,000_or_more",median_household_income,mean_household_income
Lee,MA,7574,180,344,462,388,427,915,594,879,801,600,908,589,487,4297,1.8,0.6,8.9,13.8,25.7,19.2,7.5,10.7,11.7,31501,31501
Leesburg,GA,4128,218,268,307,361,303,637,917,439,240,97,205,98,38,1422,1.8,2.2,16.4,18.2,22.6,19.7,5.4,3.7,10.0,28527,28527
Leesburg--Eustis--Tavares,FL,134862,6598,6933,6194,5922,5953,12259,12163,13740,8355,10902,23836,16035,5972,52130,1.7,5.7,19.8,21.0,22.4,12.3,4.0,6.9,6.2,23952,23952
Lee's Summit,MO,87233,6001,6485,7395,6148,3854,11208,12066,13430,5131,4880,5529,3246,1860,47381,1.2,1.9,8.2,11.8,21.2,18.7,8.2,13.8,15.0,41045,41045
Leesville,LA,9231,748,579,603,567,821,1652,1119,1094,454,498,632,323,141,4614,4.5,8.7,22.8,17.1,21.5,13.4,3.5,4.9,3.5,24817,24817
Leitchfield,KY,6740,601,528,347,239,601,969,840,768,410,453,506,248,230,2523,8.7,3.6,22.3,14.9,29.4,13.6,2.6,4.3,0.6,22109,22109
Leland,MS,4473,289,358,273,300,399,478,528,484,456,310,339,186,73,1786,1.5,5.4,24.6,14.9,25.7,8.8,2.0,9.8,7.2,26495,26495
Le Mars,IA,9232,651,639,489,451,482,1203,1102,1083,784,666,733,601,348,5387,2.1,2.4,13.8,22.7,28.7,14.3,6.5,5.5,4.0,32053,32053
Lemoore Station,CA,6667,1029,541,439,438,1444,1882,654,203,6,31,0,0,0,3898,1.2,3.4,38.8,20.3,13.9,10.3,3.9,5.2,3.0,24757,24757
Lena,IL,2699,119,130,284,148,116,431,245,434,207,140,248,159,38,1402,0.0,4.4,18.1,23.2,16.4,25.9,6.5,4.3,1.2,30508,30508
Leominster--Fitchburg,MA,118344,7038,6804,7554,8212,8087,15646,15026,17797,8234,6588,8889,5489,2980,63520,1.0,2.9,10.5,16.9,22.6,16.5,8.9,12.4,8.3,30848,30848
Leonardtown,MD,5225,338,428,347,207,367,444,754,746,339,239,400,367,249,2494,1.2,1.4,6.2,9.4,19.0,8.0,7.4,13.5,33.9,42757,42757
Le Roy,IL,3434,237,248,192,379,92,494,365,547,176,138,241,228,97,1926,4.2,0.9,10.6,17.5,25.4,18.1,8.7,11.8,2.9,30895,30895
Le Roy,NY,4205,185,319,246,326,318,541,521,513,341,177,367,227,124,2259,0.1,4.1,20.0,10.6,20.6,20.5,6.0,8.3,9.8,26425,26425
Le Sueur,MN,3786,211,187,301,275,229,577,371,528,202,236,296,239,134,2188,0.0,0.6,13.8,28.3,27.7,12.9,4.9,7.4,4.4,31453,31453
Levelland,TX,14197,1037,1104,1018,1346,1374,1778,1579,1601,754,680,1006,633,287,7123,4.0,5.7,17.8,19.2,18.9,16.2,3.5,9.0,5.8,25160,25160
Lewes,DE,25226,729,873,700,965,1075,1956,1760,3704,2519,2649,4902,2451,943,12582,4.2,3.5,12.2,14.0,19.4,10.8,8.5,11.2,16.1,30482,30482
Lewisburg,TN,10803,768,660,796,743,619,1703,1184,1372,630,660,992,457,219,5064,5.3,7.5,21.2,32.5,20.5,6.2,3.4,1.7,1.8,22137,22137
Lewisburg,WV,6915,331,310,295,244,425,731,900,880,477,610,761,732,219,3235,1.3,3.4,15.0,18.0,24.2,10.1,3.2,8.1,16.7,32447,32447
Lewiston,ID,53116,3166,3299,2909,3232,3747,6550,5777,6887,3842,3359,5471,3290,1587,27552,2.1,5.2,15.4,23.5,22.1,14.2,6.4,7.2,3.7,25822,25822
Lewiston,ME,58174,3435,3277,3639,4178,4560,6793,7350,8163,3834,3541,4984,3042,1378,31070,0.7,2.6,17.1,23.7,26.1,14.2,5.5,5.7,4.3,26019,26019
Lewistown,MT,6219,380,428,334,196,231,861,736,804,534,367,571,524,253,3593,1.9,3.6,20.6,16.2,29.8,15.4,2.9,6.5,3.0,27766,27766
Lewistown,PA,21264,1401,1272,916,1239,1326,2632,2271,3134,1441,1422,2077,1488,645,10066,1.2,4.0,21.9,22.5,21.7,14.2,6.0,5.3,3.1,26165,26165
Lexington,MO,4468,242,247,255,283,146,389,566,782,314,342,482,346,74,2420,4.7,4.9,15.2,19.8,27.7,14.3,6.0,1.7,5.8,29049,29049
Lexington,NE,10288,1002,1074,739,824,782,1627,1086,1236,554,400,494,336,134,5517,3.7,3.9,34.2,27.6,20.5,6.8,1.2,1.5,0.5,23440,23440
Lexington,TN,6665,560,486,401,411,403,877,642,999,424,372,761,240,89,2803,0.0,1.1,23.8,24.6,22.2,12.2,7.9,2.0,6.2,25878,25878
Lexington,VA,8437,205,270,214,1661,2848,405,431,550,244,457,556,441,155,4780,11.2,6.9,13.1,22.4,17.3,10.4,4.5,5.5,8.6,6804,6804
Lexington-Fayette,KY,302185,19353,17990,17256,20284,32869,48435,40195,38353,17756,16049,19191,9647,4807,175396,2.3,4.6,15.9,17.1,19.7,14.4,6.1,9.2,10.7,26098,26098
Lexington Park--California--Chesapeake Ranch Estates,MD,61584,5019,4810,3841,4443,4708,10471,7527,9245,3662,2386,3117,1498,857,33176,1.2,1.5,8.3,12.4,17.9,14.8,8.7,16.4,18.7,42973,42973
Libby,MT,3555,309,111,156,132,190,304,320,447,313,282,534,328,129,1451,1.5,6.5,36.3,26.9,16.8,1.9,4.3,1.2,4.6,21434,21434
Liberal,KS,20563,2099,1946,1507,1732,1662,3070,2601,2381,926,937,837,614,251,10929,1.3,7.0,20.4,28.9,18.0,10.4,4.1,5.4,4.5,25364,25364
Liberty,NY,4315,356,321,243,201,190,646,518,496,345,290,429,125,155,2009,0.8,0.5,21.9,21.5,18.0,10.1,5.4,12.4,9.4,25075,25075
Liberty,TX,5860,508,374,298,361,598,872,627,768,324,375,510,116,129,2783,0.6,8.9,14.6,29.2,14.5,17.6,6.1,4.2,4.4,27456,27456
Ligonier,IN,4484,372,303,320,561,311,641,404,670,243,226,196,152,85,2208,0.4,8.2,29.3,18.7,23.9,12.9,2.1,3.8,0.7,21530,21530
Ligonier,PA,3180,117,148,168,204,99,270,289,517,309,216,457,272,114,1606,0.0,4.1,6.4,26.0,16.3,22.7,7.4,8.5,8.6,29700,29700
Lihue,HI,16346,1128,1425,1346,862,1100,1839,1827,2228,1019,1003,1138,855,576,8055,3.1,6.3,15.3,23.0,19.9,12.1,6.1,5.7,8.6,28573,28573
Lillington,NC,3352,176,116,134,119,207,655,507,564,239,126,333,112,64,1081,3.7,9.1,28.5,18.4,20.0,8.1,5.2,1.3,5.5,19818,19818
Lima,OH,72059,4645,4689,4788,5205,5821,8872,8314,9426,5190,4468,5489,3431,1721,35023,2.0,5.3,18.7,19.4,21.0,13.1,6.0,7.9,6.6,22397,22397
Lincoln,IL,20389,898,996,858,1574,1907,3286,2911,2699,1143,1132,1451,806,728,7927,0.6,3.7,15.5,23.9,21.1,17.3,6.6,6.3,5.0,26239,26239
Lincoln,NE,269523,18469,17756,15949,19509,32585,40858,32434,30754,15432,14149,17507,9387,4734,162294,2.0,4.6,14.5,19.7,23.1,15.3,5.6,7.6,7.6,26183,26183
Lincoln,ND,3780,451,392,219,215,102,859,607,345,182,163,219,26,0,2195,3.0,0.7,11.8,22.7,34.8,14.5,3.6,5.1,3.6,34455,34455
Lincoln City,OR,10024,539,402,442,391,644,1040,1013,1325,930,737,1463,714,384,5445,4.2,11.9,20.8,24.0,19.2,6.8,5.1,5.3,2.7,21164,21164
Lincolnton,NC,23645,1228,1780,1277,1448,1859,2780,3030,3316,1670,1356,2171,1290,440,11160,2.2,6.5,23.6,21.8,22.9,11.5,3.3,4.3,3.9,24518,24518
Lindale--Hideaway,TX,10231,412,607,738,440,516,1143,1252,1254,674,529,1372,1047,247,4549,0.5,4.0,10.2,19.9,24.7,23.9,1.5,8.1,7.3,32843,32843
Lindsay,CA,16061,1737,1566,1659,1442,1251,2156,1796,1753,956,584,670,383,108,6447,4.1,5.6,31.8,23.3,19.4,7.4,1.5,4.8,2.1,16588,16588
Lindsay,OK,2781,162,201,157,153,226,397,334,297,124,142,261,217,110,1264,1.1,6.3,10.4,27.3,24.5,17.7,4.4,5.9,2.4,29044,29044
Lindsborg,KS,3393,227,139,258,316,373,287,438,395,186,147,256,193,178,1982,3.5,5.2,6.5,13.4,34.6,15.6,9.0,5.1,7.1,26075,26075
Lindstrom--Chisago City,MN,8526,368,471,677,532,361,627,1011,1303,657,614,954,640,311,4277,2.3,1.6,5.3,12.3,24.1,21.9,10.3,13.0,9.3,38046,38046
Linton,IN,5899,411,468,398,262,330,708,718,646,380,396,658,343,181,2816,1.8,9.3,24.2,28.2,13.4,9.9,3.5,6.4,3.3,22083,22083
Lisbon,OH,5463,242,134,152,269,298,976,1218,1087,314,257,285,129,102,2579,10.8,8.0,24.5,16.6,19.5,12.7,5.2,1.4,1.4,18809,18809
Litchfield,CT,2803,93,109,202,159,105,171,290,466,242,177,339,318,132,1521,0.2,0.8,3.8,16.7,21.0,11.9,6.8,18.2,20.6,43486,43486
Litchfield,IL,6898,573,464,452,642,437,624,680,773,515,391,631,471,245,3070,1.8,6.0,12.8,24.2,24.5,13.8,6.1,7.5,3.4,26000,26000
Litchfield,MN,6679,467,552,367,436,274,821,913,753,458,365,562,494,217,3613,1.1,4.0,14.4,19.0,29.2,18.5,5.4,2.9,5.5,29450,29450
Little Falls,MN,8887,514,528,545,489,520,1140,919,1235,619,500,832,674,372,4704,2.2,6.4,14.5,24.6,27.4,11.6,4.6,4.7,4.0,23965,23965
Little Falls,NY,4884,325,263,258,273,339,616,438,744,282,362,422,301,261,2290,1.2,2.3,17.4,19.8,30.1,14.9,1.7,9.3,3.3,29613,29613
Littlefield,TX,5688,521,424,615,481,335,706,543,759,236,344,417,229,78,2689,8.6,9.0,24.6,20.7,22.5,6.7,1.2,3.1,3.8,18938,18938
Little Rock,AR,445020,31811,31501,29403,27457,30308,69307,59441,56951,28662,24546,31764,16575,7294,230550,1.9,4.3,16.1,18.1,22.0,14.7,5.8,8.3,8.6,31082,31082
Littlestown,PA,6418,280,532,464,420,434,760,797,1010,363,290,635,377,56,3462,1.0,2.7,12.0,19.3,24.0,17.2,5.6,10.9,7.4,33795,33795
Littleton,NH,3685,257,216,272,118,228,573,391,482,220,352,281,200,95,1808,3.8,2.5,17.3,18.8,34.0,11.2,1.8,4.5,6.0,25172,25172
Live Oak (Sutter County),CA,8551,671,811,673,506,746,1202,1083,1005,514,382,503,335,120,3682,1.9,7.1,19.4,20.9,17.6,16.0,5.6,5.7,5.8,20064,20064
Live Oak,FL,7147,400,612,640,337,455,1361,645,840,450,385,473,421,128,2581,0.3,5.0,42.1,20.5,15.5,12.9,1.0,1.0,1.7,20869,20869
Livermore,CA,85754,5884,5590,5849,4903,4966,11393,11525,14275,6295,4955,5809,3078,1232,47514,2.0,2.3,8.3,9.3,14.1,12.2,6.1,14.0,31.8,46582,46582
Livermore Falls,ME,2556,232,163,90,78,159,355,245,268,181,129,380,157,119,1392,2.4,1.6,17.0,23.8,34.1,9.3,4.3,5.9,1.6,28086,28086
Livingston,MT,8082,508,474,328,298,347,1120,1226,1178,530,623,845,452,153,4553,3.8,7.2,15.3,24.3,19.4,6.9,6.4,8.9,7.8,25250,25250
Livingston,TN,3458,186,188,296,264,330,451,367,416,126,257,259,185,133,1516,9.3,1.5,26.6,25.5,16.6,11.3,3.7,3.0,2.5,24025,24025
Livingston,TX,4871,277,252,381,412,231,596,554,558,610,332,286,284,98,2300,3.0,8.5,16.2,25.9,22.3,12.8,4.0,5.3,2.0,25526,25526
Livonia,LA,3811,279,132,284,294,255,642,384,605,224,193,304,180,35,1854,2.1,11.1,12.7,16.7,22.4,12.1,7.5,10.3,5.1,27750,27750
Llano,TX,2744,83,198,163,113,119,380,199,385,113,270,334,224,163,1444,3.9,2.4,33.6,24.3,17.3,6.4,9.4,0.0,2.7,21477,21477
Lochbuie,CO,4565,558,446,412,290,296,812,647,431,156,129,214,174,0,2240,6.7,6.9,19.3,9.6,27.9,19.0,5.8,4.9,0.0,26610,26610
Lockhart,TX,12841,589,1076,866,886,872,1996,1898,1585,809,589,914,487,274,6217,2.5,4.7,19.7,21.1,23.3,10.2,6.6,7.6,4.3,25665,25665
Lock Haven,PA,17818,967,1051,792,2041,2838,1772,1819,1880,1089,803,1298,884,584,9930,4.6,3.1,20.3,19.5,21.0,17.6,4.0,6.3,3.6,16396,16396
Lockport,NY,34812,1802,1962,2227,1998,2282,4498,4643,4860,2601,2259,3238,1538,904,17844,1.9,2.9,14.1,21.2,26.0,16.3,5.3,6.9,5.3,29036,29036
Locust,NC,3131,214,222,208,132,254,499,316,450,149,226,254,165,42,1580,3.1,0.3,10.4,19.0,21.4,25.1,4.0,11.9,4.7,31563,31563
Lodi,CA,69658,4728,4863,5682,5324,4928,8690,8208,9413,4101,3786,5168,3270,1497,32127,2.0,5.6,14.4,14.5,19.6,15.1,7.3,10.0,11.7,26141,26141
Lodi,OH,2681,148,127,135,155,234,282,319,354,240,213,311,148,15,1439,2.0,7.5,22.2,30.9,18.1,13.8,1.1,3.7,0.6,23845,23845
Lodi,WI,2980,105,189,287,311,157,244,326,576,174,194,165,155,97,1857,0.4,0.6,14.3,17.3,33.0,17.8,4.9,7.9,3.8,35084,35084
Logan,OH,8034,482,564,497,665,479,939,923,1010,548,502,725,478,222,3598,2.8,6.8,19.2,23.4,21.8,13.0,3.9,6.8,2.3,24452,24452
Logan,UT,98968,9586,8600,7705,9126,15685,14906,10562,8090,3648,3289,4184,2512,1075,52170,3.4,4.2,17.1,23.1,20.2,12.4,5.0,7.0,7.5,20555,20555
Logan,WV,10536,510,619,662,473,548,1217,1453,1322,688,942,1230,656,216,4354,1.2,7.7,15.6,17.8,24.7,15.0,5.4,7.6,5.1,27808,27808
Logansport,IN,20486,1433,1256,1613,1379,1449,2588,2944,2602,1289,1059,1330,1015,529,9797,4.4,6.1,24.3,26.8,17.5,10.2,3.2,3.8,3.6,23055,23055
Lolo,MT,2886,170,180,231,242,75,470,531,417,117,188,253,0,12,1930,1.4,0.0,16.5,27.5,21.7,14.8,11.5,5.5,1.0,29735,29735
Lompoc,CA,53202,4208,3589,3795,3898,4242,7578,6704,7185,3382,2562,3182,2068,809,24979,3.8,4.3,16.3,17.8,18.6,14.0,6.8,10.8,7.6,26959,26959
London,OH,14176,539,804,610,575,1161,2713,2607,2216,728,731,778,388,326,5550,1.0,4.3,20.1,20.1,24.4,12.1,9.1,6.7,2.2,20641,20641
London--Corbin,KY,37852,2594,1997,2626,1880,2347,5420,4731,4995,2352,2553,3458,2185,714,15470,1.7,8.5,23.3,23.3,19.1,11.1,3.8,4.8,4.3,22277,22277
Long Beach,MD,6705,437,225,715,614,630,685,852,1381,454,269,296,122,25,3759,3.4,0.9,5.1,10.6,21.7,15.1,6.1,16.9,20.2,43688,43688
Longmont,CO,94271,6526,7268,6422,6424,5992,12439,12869,13248,6207,5538,6562,3235,1541,51819,1.6,3.4,11.2,15.7,20.6,12.7,6.6,11.6,16.6,31006,31006
Long Neck,DE,15335,892,537,681,481,699,1186,1241,1708,1304,1303,3189,1796,318,6476,0.6,2.8,17.3,21.8,19.1,14.8,9.3,6.9,7.4,24947,24947
Long Prairie,MN,3366,258,331,240,234,200,327,379,488,187,109,281,190,142,1628,2.7,1.1,13.6,30.7,30.8,14.4,1.3,2.2,3.2,27708,27708
Longview,TX,99872,7840,7261,6811,6395,7982,13729,12323,12439,6356,5122,6785,4661,2168,50730,2.1,5.4,18.3,20.4,19.8,13.4,4.6,8.2,7.8,25634,25634
Longview,WA,63811,4380,3994,4106,3597,4083,8213,7317,8535,4351,4502,5915,3222,1596,27984,2.4,4.7,16.4,18.3,19.9,14.5,8.1,9.7,5.9,24863,24863
Lonoke,AR,4113,177,296,286,368,344,323,545,537,274,172,376,286,129,1817,4.1,4.1,13.8,19.6,35.1,10.4,3.9,5.3,3.7,25907,25907
Lonsdale,MN,3399,499,271,282,163,124,859,488,340,39,103,114,104,13,2021,5.6,2.5,13.6,7.5,27.2,20.4,12.8,4.0,6.6,40302,40302
Loogootee,IN,2940,191,203,208,178,100,426,322,328,271,226,244,162,81,1304,1.5,2.4,15.0,15.0,44.7,8.9,2.2,4.1,6.2,27813,27813
Lorain--Elyria,OH,180201,10431,11574,11325,11925,11490,22483,22339,25263,13294,11952,15376,8866,3883,90645,2.4,4.8,16.2,19.0,23.1,15.8,6.5,7.4,4.9,26587,26587
Los Alamos,NM,10804,656,687,549,660,414,1323,1449,1985,833,632,852,437,327,6208,1.6,1.5,4.0,7.3,9.2,11.2,7.5,21.1,36.7,66167,66167
Los Angeles--Long Beach--Anaheim,CA,12460016,787946,773404,795363,862672,974812,1916515,1757165,1723945,755975,625510,821184,455767,209758,6305104,2.1,5.1,17.2,15.2,17.3,12.9,5.8,10.1,14.3,29651,29651
Los Banos,CA,36704,3344,3518,3552,2782,2582,4899,5171,4161,1860,1241,2136,989,469,14966,2.1,5.9,14.5,11.9,23.8,16.3,9.1,7.9,8.5,22649,22649
Los Lunas,NM,63984,4193,4450,4849,4411,4046,7552,7751,8931,4594,3927,5715,2779,786,27085,2.2,5.4,17.7,19.0,22.5,15.2,4.2,8.5,5.3,26190,26190
Los Molinos,CA,3657,148,242,178,277,284,339,543,483,268,291,389,162,53,1738,6.9,4.1,18.1,17.8,24.6,9.6,13.3,2.0,3.7,19452,19452
Louisa,KY,4655,395,275,344,277,177,598,557,635,493,146,373,262,123,1815,5.5,7.6,18.0,16.2,24.2,14.1,5.8,4.7,3.8,26155,26155
Louisburg,KS,3709,335,356,353,107,114,526,591,445,199,172,291,135,85,2038,2.2,2.0,9.3,13.7,26.3,17.2,6.3,13.5,9.5,37397,37397
Louisburg,NC,3697,94,251,180,759,356,193,310,224,275,199,310,393,153,1340,1.9,5.8,11.0,41.5,14.4,13.4,0.0,3.8,8.2,18672,18672
Louisiana,MO,3100,285,160,282,233,261,487,328,323,218,89,213,184,37,1522,2.6,6.8,27.9,33.6,20.1,4.4,0.0,2.6,2.0,25204,25204
Louisville,GA,3325,257,117,288,229,405,345,612,333,110,222,220,130,57,1198,2.4,7.8,24.9,23.9,25.2,9.3,0.8,4.2,1.5,17025,17025
Louisville,MS,4330,484,467,231,287,376,673,308,501,209,141,305,187,161,1660,4.7,3.6,28.6,14.2,21.8,17.0,2.5,4.1,3.4,17500,17500
Louisville/Jefferson County,KY,995180,64035,63059,65919,61536,64527,140786,130917,139154,68953,59258,76647,41732,18657,522526,1.6,3.6,14.1,18.5,22.2,15.4,6.1,8.8,9.7,30429,30429
Lovington,NM,12084,1198,1192,1232,960,885,2003,1318,1202,564,399,572,376,183,4803,0.7,7.1,15.4,18.8,21.3,17.5,4.5,9.5,5.3,30575,30575
Lowell,IN,10416,759,665,709,918,796,1487,1188,1506,619,502,591,460,216,5392,2.1,7.0,14.3,21.1,14.7,18.2,5.5,9.5,7.5,29617,29617
Lowell,MI,6994,508,643,486,370,439,870,892,996,459,374,488,328,141,3568,0.8,5.4,13.6,20.2,22.6,17.4,8.0,8.6,3.4,30967,30967
Lowville,NY,3609,143,202,229,212,205,355,487,468,332,334,277,262,103,1793,5.9,0.0,11.6,16.3,27.6,12.6,10.7,11.9,3.3,28277,28277
Lubbock,TX,246760,17283,16733,15729,21036,34629,36432,26432,26611,13262,10804,14690,9547,3572,141218,2.6,6.4,19.1,17.8,21.9,12.7,5.1,6.9,7.4,22057,22057
Lucasville,OH,3420,185,228,133,112,524,937,610,164,145,82,152,127,21,760,5.5,0.0,19.6,19.6,23.2,17.9,7.2,4.6,2.3,24464,24464
Lucedale,MS,2565,227,221,219,76,124,579,357,288,75,49,252,74,24,844,6.4,15.8,10.5,10.5,18.4,21.4,12.5,3.1,1.5,16111,16111
Ludington,MI,10654,643,691,562,500,723,1474,1153,1358,643,713,974,833,387,5313,2.4,2.2,18.4,22.2,19.8,16.5,5.7,6.4,6.3,21668,21668
Lufkin,TX,44987,3273,3774,3272,3193,3597,5772,5379,5574,2100,2431,3236,2285,1101,21447,2.8,7.7,28.4,18.5,19.8,10.7,2.8,5.9,3.4,21759,21759
Lula,GA,2509,202,257,241,171,201,362,390,235,119,93,141,86,11,1044,4.4,8.5,11.9,19.9,31.3,17.6,0.8,3.3,2.5,32036,32036
Luling,TX,5548,350,239,305,296,461,628,488,917,472,188,498,443,263,2513,0.0,12.9,27.4,12.5,11.9,16.7,2.5,4.9,11.2,23782,23782
Lumberton,NC,30961,2832,2227,2081,1874,2223,4784,3745,3607,1735,1730,2451,1029,643,11962,3.1,4.5,23.6,24.1,18.9,12.1,3.2,5.5,5.1,25506,25506
Luray,VA,4719,268,181,167,348,401,421,420,702,169,314,676,384,268,2231,3.9,7.4,18.0,17.4,20.5,11.0,6.3,6.6,8.8,24134,24134
Luverne,MN,4510,250,344,314,197,188,487,541,459,304,321,477,404,224,2302,2.0,2.4,16.1,26.2,24.9,11.2,5.9,6.5,4.9,26991,26991
Lykens,PA,2771,164,220,189,114,129,314,327,403,174,202,314,158,63,1245,1.4,2.9,18.1,16.9,31.2,19.9,3.2,4.0,2.4,30580,30580
Lynchburg,VA,121671,6970,6154,7310,12421,16300,14357,12775,13946,7302,6079,9826,5413,2818,65753,2.6,4.7,15.7,21.9,22.3,11.6,6.1,7.1,8.0,22190,22190
Lynden,WA,15306,1174,823,1219,927,999,2029,1613,1480,990,969,1567,1156,360,7030,0.2,2.4,16.2,17.5,16.7,16.1,9.5,14.5,6.9,27476,27476
Lyndonville,VT,2681,121,44,152,509,491,255,228,307,112,115,122,160,65,1603,3.3,5.7,19.7,23.8,29.0,10.8,2.0,3.1,2.5,17719,17719
Lyons,KS,3652,310,271,234,210,294,489,353,479,160,220,255,293,84,1993,2.0,6.0,26.9,24.9,13.9,16.5,1.5,4.4,4.0,24494,24494
Lytle,TX,3580,134,233,296,194,109,406,465,506,424,156,273,342,42,1623,4.6,11.3,28.0,16.4,20.8,9.8,2.6,0.8,5.6,24639,24639
Mabton,WA,2500,284,212,265,243,201,265,324,189,138,159,151,60,9,1050,3.3,12.3,29.0,26.0,19.5,2.7,0.0,7.1,0.0,15470,15470
McAlester,OK,19375,1370,1496,1034,1117,1264,3213,2633,2383,923,931,1529,946,536,8707,2.5,6.6,19.8,20.6,22.2,10.8,6.3,5.6,5.6,26312,26312
McAllen,TX,763587,73153,72092,71889,66522,58877,100612,100319,79915,33678,28333,43613,25411,9173,309101,5.4,9.8,24.3,18.0,17.5,11.4,4.1,4.8,4.6,19351,19351
Macclenny,FL,11191,687,870,946,643,692,1533,1407,1660,691,476,877,434,275,4720,0.2,1.5,17.1,26.2,22.7,14.0,5.6,8.9,3.8,27819,27819
McComb,MS,16609,1575,1259,927,1178,1281,2390,1657,1901,966,1190,1160,742,383,7317,1.9,7.6,28.1,22.7,18.8,7.8,3.0,5.5,4.7,20821,20821
McConnelsville,OH,2739,153,132,214,181,128,304,232,380,206,173,292,203,141,1168,4.8,6.4,20.4,19.0,30.2,12.1,2.3,2.3,2.5,21992,21992
McCook,NE,7605,481,375,612,574,596,842,861,917,430,442,583,587,305,4385,3.7,6.7,15.6,16.5,29.3,12.5,6.9,5.9,2.9,23289,23289
McFarland,CA,13178,1526,1475,1319,982,1296,2151,1921,1082,458,362,477,98,31,5436,7.5,7.7,31.2,22.7,15.5,8.9,1.4,4.3,0.8,14688,14688
McGehee,AR,3892,415,341,381,257,183,488,442,441,153,225,239,186,141,1327,1.4,10.5,25.7,17.2,19.8,12.2,6.2,4.6,2.5,23824,23824
McGregor,TX,4972,384,418,335,424,507,658,526,386,212,298,490,186,148,2280,2.0,1.1,14.1,42.9,16.3,9.5,6.2,5.5,2.4,19520,19520
McKenzie,TN,5472,346,291,604,436,570,762,589,460,344,240,554,179,97,2673,3.6,3.6,16.0,22.9,28.7,19.7,1.4,4.2,0.0,18602,18602
Mackinaw,IL,3651,307,259,332,281,193,426,657,534,127,212,199,84,40,2075,1.2,1.3,11.2,5.7,25.1,27.8,9.3,13.0,5.4,41250,41250
McKinney,TX,198775,15808,18235,17791,15056,10147,25620,36285,27558,8939,7537,9433,4874,1492,100078,1.5,3.2,9.2,13.0,16.0,15.0,7.4,13.4,21.3,43166,43166
McLeansboro,IL,2582,122,108,261,100,137,300,415,225,153,128,236,263,134,1038,1.9,11.3,22.1,17.9,28.4,8.3,5.9,1.9,2.5,23734,23734
McMinnville,OR,40419,2549,3061,3421,3133,3217,4656,5139,4795,2560,1918,3139,1888,943,19277,2.6,2.5,20.8,19.3,20.7,15.4,5.7,7.8,5.3,23144,23144
McMinnville,TN,15820,969,1137,851,1067,1029,1730,2183,2050,1017,892,1439,957,499,6804,2.4,4.8,28.8,20.2,19.9,11.2,4.1,6.2,2.6,21961,21961
Macomb,IL,19563,847,791,659,2910,4967,2372,1444,1406,777,864,1199,791,536,12137,6.0,5.1,14.0,14.9,22.9,13.9,7.0,9.7,6.5,8871,8871
Macon,GA,137218,10658,10346,9170,9891,10312,19126,16246,17139,8602,7554,10012,5798,2364,58499,3.6,5.7,20.1,19.6,20.1,12.1,5.0,6.3,7.5,24156,24156
Macon,MS,3065,301,292,178,173,347,498,303,328,245,73,159,144,24,1229,5.2,15.5,25.2,23.0,22.1,7.7,0.0,0.9,0.5,15778,15778
Macon,MO,5137,438,527,238,296,171,723,522,494,314,338,471,367,238,2241,4.9,6.8,16.0,30.3,23.0,9.9,3.9,3.9,1.3,24207,24207
McPherson,KS,12894,798,884,746,903,718,1749,1415,1560,923,939,1077,762,420,7438,2.4,4.6,12.8,16.6,19.7,20.1,6.9,9.9,7.0,30950,30950
McRae,GA,8776,462,473,350,229,570,1812,1812,1186,477,355,631,240,179,2538,5.2,7.6,24.7,16.7,34.7,6.0,0.9,2.4,1.8,23716,23716
Madera,CA,82423,8229,7652,7067,7040,7459,11826,10669,9208,3361,3269,3807,1903,933,33662,2.7,3.7,27.0,21.1,19.3,12.5,5.3,5.1,3.4,20081,20081
Madill,OK,4427,345,335,279,323,341,621,547,560,347,198,275,237,19,2235,2.7,6.5,28.6,28.0,18.9,8.8,2.0,4.2,0.2,24031,24031
Madison,FL,3266,245,163,212,175,307,358,403,500,191,230,268,149,65,1137,13.4,7.4,30.5,19.6,16.2,11.8,0.0,0.0,1.1,15790,15790
Madison,GA,4269,272,277,356,329,248,380,570,511,389,270,352,181,134,2131,0.0,12.4,11.1,20.1,23.5,9.3,4.8,4.9,13.9,29138,29138
Madison,IN,18058,998,1083,898,1588,1806,2208,2348,2046,1121,975,1484,1003,500,8918,2.3,5.2,17.7,23.0,19.9,12.2,6.2,8.4,5.0,22023,22023
Madison,SD,6696,463,224,515,697,865,823,506,680,431,351,587,326,228,4325,2.3,2.9,24.9,26.5,22.4,11.1,3.3,3.1,3.5,19454,19454
Madison,WV,4667,384,281,255,217,266,473,741,514,402,252,592,194,96,1787,0.6,6.3,11.2,13.0,33.0,16.1,4.6,9.1,6.1,32261,32261
Madison,WI,418903,25500,24924,22826,28565,48338,70620,53207,51244,24482,22247,26427,13546,6977,262537,1.7,2.9,10.7,15.4,21.2,16.3,7.3,11.9,12.7,31561,31561
Madisonville,KY,24463,1606,2107,1341,1390,1468,3391,2742,3270,1689,1515,2045,1339,560,11174,3.5,5.7,19.0,20.2,22.7,13.4,5.4,6.2,4.0,25535,25535
Madisonville,TN,5565,727,361,403,241,386,704,497,665,287,329,667,241,57,1944,4.1,4.2,19.5,31.0,21.7,12.6,3.9,3.1,0.0,21510,21510
